,idx,response
47,86,"

On 2 November 2021, a major insurgent attack occurred at Daoud Khan Military Hospital in Kabul, Afghanistan, resulting in at least 25 deaths and more than 50 injuries. The attack began with a bomb exploding at the hospital's entrance, followed by gunfire and a second explosion. The Taliban reported that they killed four attackers and arrested a fifth. No organization has claimed responsibility for the attack, although the Taliban implicated the Islamic State - Khorasan Province. It is worth noting that Islamic State aimed to take control of Afghanistan in 2015 and has claimed responsibility for a 2017 attack on the same hospital."
48,89,"On 1 November 2021, a 21-story luxury residential high-rise building, part of the ""360 Degrees Towers"" trio under construction by Fourscore Homes in Ikoyi, Lagos, Nigeria, collapsed, killing at least 22 people. At the time of the collapse, the building was being constructed higher than the authorized 15 floors. Consultancy firm Prowess Engineering Limited had withdrawn from the project in February 2020 over concerns regarding the integrity of the building. Femi Osibona, the head of Fourscore Homes and a Nigerian, was reportedly inside the building during the collapse and is missing. The National Emergency Management Agency and other responders are conducting the search-and-rescue operations, which have entered their third day. The owner of the building has been arrested and will be prosecuted. The Lagos State government has suspended the chief architect and is investigating the incident."
49,91,"On November 2, 2021, New Jersey held its gubernatorial election, with incumbent Democrat Phil Murphy seeking re-election to a second term. Murphy won the Democratic nomination unopposed and faced Republican nominee and former state legislator Jack Ciattarelli, as well as candidates from other parties, in the general election. In the end, Murphy emerged victorious, becoming the first Democratic Governor of New Jersey to win re-election since Brendan Byrne in 1977."
50,93,"On 1 November 2021, a high-rise block of flats in Ikoyi, Lagos, Nigeria, collapsed. It was in the process of being built by Fourscore Homes, a United Kingdom-registered company financed and was undertaking the construction of a trio of high-rise buildings called the ""360 Degrees Towers"". The collapse of one of the three towers, a 21-story building, resulted in the death of at least 36 people. Femi Osibona, the experienced Nigerian developer heading the company, was near the building at the time of the collapse. A rescue effort conducted by the National Emergency Management Agency has been ongoing, but as of 3 November, no new survivors have been found. The state government has arrested the owner of the building and suspended the chief architect, and is conducting an investigation through an independent panel, which has been allotted 30 days to disclose findings."
51,94,"

On November 5, 2021, tragedy struck Freetown, Sierra Leone as an oil tanker collided with a truck, resulting in a fuel spill and subsequent explosion that claimed the lives of at least 99 people and injured over 100. The incident occurred in the Wellington suburb, outside the Choithram Supermarket at 22:00 GMT. Eyewitnesses reported that a bus full of passengers was completely burned, while nearby shops and markets caught fire due to fuel overflowing onto the streets. The injured have been transferred to hospitals while the bodies of the victims have been collected. The city has experienced several disasters in the past, including a major fire that left thousands displaced and mudslides that caused over 1000 fatalities in 2017. The President of Sierra Leone has offered condolences and promised support to the affected families while Vice President Mohamed Juldeh Jalloh has visited the injured in the hospital."
52,95,"On November 5, 2021, a human crush occurred during the first night of the Astroworld Festival, a music event operated by rapper Travis Scott, resulting in the deaths of eight people and leaving hundreds more injured. The cause of death is still under investigation, but it is known that a stampede and crowd crush led to the fatal incident. The festival had approximately 50,000 attendees and the Houston Fire Department had fifty-five in-service units present at the festival, including 367 police officers and 241 security officers. Scott paused during his 75-minute performance when he noticed attendees in distress near the stage and music was halted for a few seconds when Scott noticed an ambulance in the crowd to ask what was happening. However, two members of Scott's staff approached him to inform him of the severity of the situation, but he shooed them away and resumed his performance. In light of such a tragic incident, the second night of the festival on November 6 was cancelled, and an investigation is underway."
53,96,"

In an important development, after a decade since the Syrian Civil War broke out, UAE-Syria relations may be on the mend as Emirati Foreign Minister Abdullah bin Zayed Al Nahyan met with Syrian President Bashar al-Assad to explore opportunities for cooperation in sectors of mutual interest. Despite their shared cultural ties, the nations' diplomatic ties had been strained over the conflict, but this meeting signals a potential turning point in their bilateral relationship. The UAE runs an embassy in Damascus while Syria maintains an embassy in Abu Dhabi and a consulate-general in Dubai."
54,97,"Four days since the fuel tanker explosion in Freetown, Sierra Leone, the death toll has increased to 115. The incident occurred on 5 November 2021 at a busy junction in the capital and largest city of Sierra Leone, resulting in an explosion and fire that overwhelmed the city's medical services. The accident involved a petrol fuel tanker and a lorry at a busy intersection in Freetown's main industrial district, with petrol spilled from the tanker leading to a huge fireball. The victims include those trapped in vehicles, with a bus full of people being intensely burnt, killing all inside. Additionally, nearby shops and markets caught fire after fuel spilled onto the streets. This incident is similar to other high-casualty fuel tanker explosions across sub-Saharan Africa, where fuel spilled was viewed as wasteful in communities where many struggle to afford petrol."
55,98,"Israel's successful COVID-19 vaccination campaign, known as ""Give a Shoulder,"" began on December 19, 2020, and has since become one of the world's most efficient vaccination programs. As of June 26, 2021, approximately 64% of eligible Israelis have received at least one dose, and 60% have received both doses, making Israel a leader in the world's per capita COVID-19 vaccination rates. Israel's central government system, successful coordination between healthcare agencies, and early purchase of vaccines contributed to the high speed of vaccine distribution, which prioritized the elderly and high-risk populations. Recently, Israel's pandemic advisory board has approved administering the Pfizer-BioNTech COVID-19 vaccine to children aged five to eleven years old. However, Israel has faced difficulties in distributing its vaccine supply, particularly to Palestinian territories, where vaccines have been insufficient, and there have been reports of vaccine hesitancy among some religious or cultural minority groups."
56,100,"On 14 November 2021, a terrorist incident occurred in Liverpool, England, when a taxi exploded in the car park outside the Liverpool Women's Hospital, killing the bomber and injuring the driver. On 15 November 2021, the incident was officially declared a terrorist attack by the police, and the UK terror threat level was raised from substantial to severe. The latest development in the case is that the driver, David Perry, noticed that the bomber was wearing an explosive device and locked him inside the vehicle, which potentially prevented more casualties. Mayor Joanne Anderson praised Perry's bravery and quick thinking. The motive behind the attack, which involved an improvised explosive device constructed by the bomber himself, is still under investigation."
57,103,"

Tonga has recently held its general election on November 18, 2021. The election aimed to elect 17 of the 26 seats to the Legislative Assembly of Tonga. Prior to this election, the Democratic Party of the Friendly Islands won a landslide victory in 2017, re-electing ʻAkilisi Pōhiva as Prime Minister. However, after his death in 2019, Pohiva Tuʻiʻonetoa was elected as Prime Minister in 2021 with the support of nobles, independent MPs, and former members of the DPFI. The election saw 73 registered candidates, including 12 women, although one candidate withdrew, and another died before the polls. Despite a week-long lockdown due to a COVID-19 case, the election was not delayed, and nine members of the nobility will elect their representatives to become members of the legislature."
58,106,"

On November 23, a fatal accident occurred in Western Bulgaria, resulting in the deaths of 46 Macedonian tourists who were returning from Istanbul. The bus crashed and caught fire near the village of Bosnek, south-west of Sofia, in the Pernik Province. Additionally, seven more people were injured in the accident. The incident caused tragic loss of life and grave injuries, and authorities are investigating the cause of the crash."
59,108,"

The 2021 Solomon Islands unrest continues as civil unrest plagued the country for three days, which began on 24 November 2021. The violence escalated when buildings were burnt down and rioting and looting ravaged the Chinatown suburb of the capital city, Honiara. The majority of protesters belong to Malaita province. Australian Federal Police have deployed police and defense force personnel to support the Solomon Islands Police Force and maintain order, securing critical infrastructure and implementing a 7:00 p.m. local curfew. The Australian Government stated that it would take no position on the country's internal issues, and echoed Prime Minister Manasseh Sogavare's condemnation of the violence, threatening that the rioters would ""face consequences."" The Chinese Government expressed its concern about the violence and supported the Solomon Islands Government's attempt to restore order and the stability quickly."
60,109,"

The 2021-2022 European windstorm season marks the seventh time seasonal European windstorm naming is being implemented across Europe, and this season runs from September 2021 to August 2022. This year is the first time that Greece, Israel, and Cyprus will name storms affecting their regions as part of the Eastern Mediterranean group, while Italy, Slovenia, Croatia, Montenegro, North Macedonia, and Malta are included in the Central Mediterranean Group. In addition, the Netherlands will be participating for the third year in collaboration with the meteorological agencies of Ireland and the United Kingdom's Western Group, which also includes France, Spain, Belgium, Luxembourg, and Portugal's South-western Group. Former Atlantic hurricanes retain their names as assigned by the National Hurricane Center of the United States. On November 25, the Met Office named Storm Arwen, which caused three deaths and widespread damage in Scotland and North East England, with 100,000 people losing power."
61,112,"

On November 30, 2021, a deadly mass shooting took place at Oxford High School in Oxford Township, Michigan, claiming the lives of four students and injuring seven others. The suspected shooter, a 15-year-old sophomore student, has been taken into custody. Prior to the shooting, there were existing threats towards the school, with rumors of a mass shooting circulating among the students. The shooter reportedly used a semiautomatic handgun during the attack, firing around 15 to 20 shots. The school went into lockdown, and some of the students were evacuated to a nearby store. President Joe Biden and Representative Elissa Slotkin expressed their condolences, while Governor Gretchen Whitmer called for action against gun violence, stating that it has become a ""public health crisis""."
62,114,"On December 4, 2021, the Semeru volcano erupted in the East Java province of Indonesia, killing one person and injuring 41 others. This recent eruption is part of a series of explosive eruptions that began in 2014. At 3,676 meters in elevation, Semeru is the highest volcano on the island of Java and one of the most active in Indonesia. The eruption was triggered by the collapse of a lava dome at the summit crater due to intense precipitation, causing a pyroclastic flow to travel down the slopes of the volcano. The eruption caused power interruptions and blackouts, destroyed at least 30 homes, and buried vehicles and village homes under heavy volcanic ash. Many evacuees, residents, and aid officials fled the area due to heavy ashfall. The BNPB provided aid to displaced residents, including meals, blankets, mattresses, masks, and refugee tents. President Joko Widodo and the Governor of East Java aided in recovery efforts after the eruption. Local authorities have urged residents to keep a distance of at least 5 km away from the main summit crater as there are concerns of large pyroclastic flows, and individuals are prohibited from approaching 1 km or closer to the crater."
63,115,"On 4 December 2021, an Assam Rifles unit mistakenly opened fire on a group of miners returning home from work in Nagaland, killing thirteen miners and a soldier. The soldiers mistook the miners for militants, leading to the tragic incident. In the aftermath, angry locals confronted the soldiers, resulting in a confrontation that left seven miners and one soldier dead. The incident sparked public outrage, with many calling for the repeal of the Armed Forces Special Powers Act. The National Human Rights Commission of India has sent notices to the Central and State governments, and a Special Investigation Team has been formed to investigate the incident. The Government of Nagaland has suspended all activities at the Hornbill Festival and is seeking the repeal of the Armed Forces Special Powers Act. The incident has brought attention to the need to improve intelligence gathering and prevent similar tragedies from happening in the future."
64,119,"The United Kingdom continues to grapple with the COVID-19 pandemic, with the country reporting a record-breaking 78,610 new cases in the past 24 hours. This surge in cases is thought to be largely driven by the highly transmissible Omicron variant, which has been spreading rapidly throughout the UK. The country's healthcare system remains under severe strain, with hospitals struggling to cope with the influx of patients. The government has implemented additional restrictions in an effort to contain the spread of the virus, including mandatory mask-wearing in certain settings and the closure of some non-essential businesses. The UK's vaccination program continues to be one of the fastest in the world, with over 80% of adults now fully vaccinated. However, the emergence of new variants and the ongoing challenges posed by the pandemic underline the ongoing need for continued caution and vigilance."
65,122,"In a shocking development, the Liberal Democrats candidate Helen Morgan has won the North Shropshire by-election held on December 16, 2021, becoming the first non-Conservative MP for the constituency since its creation. The by-election was triggered by the resignation of Conservative MP Owen Paterson, who faced controversy over his lobbying activities. Morgan's victory with a 34.1% swing is the seventh-largest swing in by-election history in the UK. North Shropshire, which is the third-largest constituency by area in the West Midlands, contains five small towns, and 60% of the voters opted to leave the European Union in the 2016 referendum. The defeat of the Conservatives in this traditionally safe seat is a massive blow for Prime Minister Boris Johnson and his party just days ahead of Christmas."
66,124,"A wooden cargo ship named Francia was carrying 138 people, including crew and 130 passengers, illegally from Antanambe to Soanierana Ivongo on 20 December 2021. Unfortunately, the ship sank later that day due to a hole in its hull that caused flooding in its engine leading to its exposure to wave action. The tragedy caused the death of at least 85 of the passengers. Madagascan police minister Serge Gellé visited the site of the incident but was one of only two survivors in a helicopter crash. As for updates, 24 more bodies were found dead after three days of the tragic event, bringing the total death toll to 85. The Madagascan navy and maritime agency joined the rescue efforts, and the Madagascan government has started an investigation into the accident. The local authorities paid tribute to those who died and some bodies were sent to nearby villages for burial as the graveyard of Soanierana-Ivongo was not large enough to accommodate all the recovered bodies."
67,126,"The COVID-19 pandemic in South Australia continues to wreak havoc on the state, with a record 744 new cases reported in the past 24 hours, bringing the statewide total of confirmed cases to 4,324. The state government has been implementing various measures to contain the spread of the virus, including lockdowns, border closures, and vaccination campaigns. Despite these efforts, the virus continues to spread, and the state is urging residents to remain vigilant and follow all public health guidelines to help curb the transmission of the disease. As the situation continues to evolve, officials are closely monitoring the situation and making adjustments to their response as needed."
68,127,"

UPDATE: Severe floods resulting from record rainfall that began on December 24, 2021, have caused widespread devastation in the northeastern Brazilian state of Bahia. The floods have led to the deaths of at least 18 people, with an additional 280 injured and more than 35,000 displaced. The capital city, Salvador, experienced over 250 millimeters (9.8 inches) of rainfall on December 24th alone, which is five times the historic average. The Governor of Bahia declared the floods to be the worst disaster in the state's history. As of December 26th, a joint rescue mission involving the Bahia state government, the Brazilian federal government, and other state governments has been initiated to aid the affected areas. Two dams collapsed over the course of December 25th and 26th, further complicating rescue efforts. This catastrophe is the second to hit Southern Bahia following the flooding earlier the same month caused by Subtropical Storm Ubá."
69,131,"

Iran's Cyber Defense Command continues to actively engage in cyberwarfare, as evidenced by a recent attack on the Jerusalem Post's website by suspected Iranian hackers. The organization, operating under the supervision of Iran's Passive Civil Defense Organization, is considered a leading player in the international cyber arena and has been accused of numerous cyber-attacks on countries including Turkey, Israel, and the UK. Iran's digital fortress, part of the national information network, is aimed at thwarting attacks and engaging attackers, and the country's government denies involvement in cyber-attacks against other nations while accusing the US and Israel of launching a cyber-attack on its nuclear facility in Natanz using the cyber-worm 'Stuxnet'."
70,134,"

On January 9, 2022, a devastating fire engulfed a 19-story apartment building in the Belmont neighborhood of the Bronx, leaving 17 people dead and 44 injured. This incident is considered one of the worst fires in modern New York City history. The fire spread quickly, causing significant damage, and officials are continuing to investigate the cause. The community is coming together to support those affected by this tragic event, and first responders are being praised for their heroic efforts to save lives."
71,135,"The ongoing Russo-Ukrainian crisis, which started in late October 2021, continues to escalate with new developments. Recently, Ukrainian authorities arrested an alleged Russian intelligence agent who reportedly attempted to recruit others to launch attacks in the port city of Odessa. This arrest adds to the tension between Russia and Ukraine, as the crisis has caused international tension and involves the United States, NATO, the European Union, and the Commonwealth of Independent States. Both sides continue to accuse each other of aggressive actions, with Ukraine claiming that Russia has amassed troops and Iskander short-range ballistic missile systems near the border, while Russia accuses Ukraine of deploying half of its army - about 125,000 troops - in Donbas to confront pro-Russian separatists. Talks between Russia and the US are set to take place in Geneva on January 10, 2022, and Russia will hold talks with NATO in Brussels on January 12, 2022. The situation remains tense, with diplomatic and military efforts on both sides."
72,136,"The ongoing Russo-Ukrainian crisis, which has caused international tension involving the United States, NATO, the European Union and the Commonwealth of Independent States, has hit a breaking point as talks between NATO and Russia over Ukraine have stalled, and Poland warns of the possibility of war. The crisis, which started in late October 2021, was provoked by the first combat use of the Ukrainian Bayraktar TB2 UAV against the DPR formations. While Russia accuses Ukraine of aggressive actions, Ukraine has stepped up its diplomatic efforts, with its new Defense Minister meeting with US Secretary of Defense Lloyd Austin. The United States is also discussing sanctions with European allies in case of further Russian invasion, and talks between Russia and the US over concerns about their respective military activity and rising tensions over Ukraine took place in Geneva on 10 January 2022. Meanwhile, on 21 November, Ukraine's head of the Main Intelligence Directorate reported that Russia had allegedly concentrated more than 92,000 troops and short-range ballistic missile systems near the Ukrainian borders, and a Russian General Staff warned that NATA's deliveries of helicopters, unmanned aerial vehicles, and airplanes to Ukraine were pushing the Ukrainian authorities towards sharp and dangerous steps."
73,139,"The 2022 Australian Open is set to take place at Melbourne Park in Melbourne, Victoria, Australia from 17-30 January 2022. The tournament will be the 110th edition of the Australian Open and the first Grand Slam of the year, consisting of events for professional players in singles, doubles, and mixed doubles, with junior and wheelchair players also competing. Novak Djokovic and Naomi Osaka are the defending Men's Singles and Women's Singles champions, respectively, although Djokovic's participation is in doubt following the cancellation of his visa by the Minister for Immigration and Citizenship, Alex Hawke. The tournament will be held on hard courts at 25 courts, including the debut of Kia Arena. The updated prize money for the tournament is a record A$75,000,000, with different point distributions for each event. Meanwhile, Djokovic was detained by the Australian Border Force upon arriving in the country, sparking controversy over his unvaccinated status amid the COVID-19 pandemic. His subsequent appeal was granted by the Federal Circuit and Family Court's ruling in favour of Djokovic, ordering his release from detention and directing the federal government to pay his legal expenses. However, Minister Hawke has now cancelled Djokovic's visa on ""health and good order grounds"" using his ministerial powers under Australia's Migration Act 1958, making Djokovic ineligible to participate in the tournament."
74,140,"

On January 15, 2022, an armed man entered Congregation Beth Israel, a Jewish synagogue located in Colleyville, Texas, claiming to be the brother of Pakistani Al-Qaeda suspect Aafia Siddiqui. He took several congregants hostage, including Rabbi Charlie Cytron-Walker, during a bar mitzvah. Negotiations were made through Rabbi Cytron-Walker to release the hostages in exchange for Siddiqui's release. After more than 12 hours, police shot and killed the assailant. One hostage was safely released earlier in the day. The attorney representing Aafia Siddiqui condemned the hostage-taking and implored the hostage taker to release all hostages and surrender himself. The White House and the Israeli government were closely monitoring the situation."
75,141,"On 15 January 2022, the volcanic island of Hunga Tonga in Tonga experienced a large eruption that caused tsunamis in various locations, including Tonga, Fiji, American Samoa, and Peru. The eruption was preceded by a smaller eruption on 20 December 2021, which resulted in particulates being sent into the stratosphere. The large eruption of 15 January ejected a significant amount of volcanic material into the stratosphere and had the potential to cause a temporary climate effect. The tsunami triggered by the eruption caused damage to several coastal areas, sinking boats in New Zealand, damaging piers and some homes in Lima, Peru, and causing the submerging of Atata Island near Nukuʻalofa in Tonga where rescue operations were carried out. Reports indicate that two people were killed by a small tsunami in Lambayeque, Peru. The government of Tonga issued tsunami warnings minutes before the first waves hit, and authorities in other affected areas also issued similar warnings. There are no confirmed reports of casualties from the eruption and tsunami in Tonga, although many residents are said to have struggled to breathe due to the ash, and communication issues have made it difficult to assess the extent of the damage in some areas. Several countries, including New Zealand and Japan, sent for emergency relief to assist with recovery efforts, while New Zealand's Prime Minister Ardern has described the situation in Tonga as ""hugely concerning."""
76,144,"

The 2022 Al-Hasakah prison attack began on January 20, with ISIL militants launching a car bomb attack on Al-Sina'a prison aimed at freeing fighters of the Islamic State. The attack led to a prison riot, with armed prisoners successfully obtaining weapons from the armoury and attacking prison staff, ultimately overtaking the prison and leading to the escape of several prisoners. Clashes continued into the next day, with forces of the International Coalition dispatching military aircraft to the area and SDF forces managing to track down and arrest some of the escaped prisoners. However, the situation escalated when ISIL militants attacked Al-Sina'a prison in the city of Al-Hasakah, leading to the release of more prisoners and violent clashes that resulted in the deaths of 67 people. The SOHR reported that the ongoing clashes continue between ISIL and Kurdish forces over control of the prison and its surrounding areas."
77,145,"Singapore is currently the most-vaccinated country in the world, with more than 88% of its total population having completed their vaccination regimen. The Singaporean government invested more than one billion Singapore dollars to sign advanced purchase agreements and made early down payments on promising vaccine candidates, such as Pfizer BioNTech, Moderna and CoronaVac. On March 14, the Ministry of Health extended the COVID-19 vaccine booster doses to people aged between 12 and 17. This decision came amidst the rise of COVID-19 cases among the age group, as well as to maintain the protection level of the population against the virus. The vaccination continues to be free for all Singaporeans and long-term residents. Health workers, other frontline workers, and seniors were the first to be inoculated with the vaccine jointly developed by BioNTech and Pfizer. Singapore recognized all COVID-19 vaccines listed under the Emergency Use Listing by the World Health Organization starting from August 10, 2021."
78,148,"

On January 25, 2022, militants from the separatist Baluch Liberation Front carried out an attack on a security post belonging to the Pakistani military, resulting in the death of ten soldiers and injuries to three others in the remote area of Dasht, Kech District, Balochistan. The militants also seized weapons from the post, but the army claims to have killed one attacker and arrested three others during a clearance operation. The Baluch Liberation Front has claimed responsibility for the attack, while no other group has taken responsibility."
79,150,"

UPDATE: 
On January 31 to February 1, 2022, Ecuador was hit by heavy rainfall that resulted in several landslides, floods, and mudflows. One of the landslides in Quito, Ecuador caused devastating aftermaths, killing at least 23 people, and leaving nine still missing, while injuring 47 more. The disaster comes as Ecuador struggles with regular natural disasters due to its location in the Andean nation, making it prone to geologic instability, and thus highlighting the need for enhanced disaster risk reduction measures."
80,152,"On 1 February 2022, Guinea-Bissau witnessed a failed coup attempt, resulting in the death of many members of the security forces. President Umaro Sissoco Embalo said that the situation is ""under control"" and called the attack a failed attempt against democracy. However, the African Union and ECOWAS have condemned the move as a threat to stability and democracy. In a statement, ECOWAS called for the military to return to their barracks and uphold a republican posture. The situation remains tense, and diplomatic efforts are underway to ensure the safety of the President and his government."
81,153,"In Djugu territory, Ituri Province of the Democratic Republic of the Congo, more than 60 people were killed by CODECO militiamen on 2 February 2022. The attack took place during the early hours in Plaine Savo, a camp for internally displaced people, where around 4,000 individuals reside. The new information reveals that the massacre was carried out through mass stabbing, resulting in the death of innocent civilians."
82,156,"

UPDATED VERSION:

Whaling in Iceland has a long history, dating back to the 12th century when it began with spear-drift hunting. While other countries shifted to modern commercial practices in the late 19th century, Iceland continued whaling in a vestigial form. Nowadays, Iceland stands among the handful of countries that formally object to the International Whaling Commission's (IWC) ongoing moratorium established in 1986 but still maintain a whaling fleet. Nonetheless, Iceland has recently announced that it will bring a permanent end to the practice of whaling by 2024, citing the decreasing price of whale meat. One of the two Icelandic companies previously concentrated on hunting fin whales for exports to Japan, while the other hunted minke whales for domestic consumption, primarily popular with tourists. Being accused of slaughtering a blue whale in 2018, Icelandic whalers faced a difficult time due to coronavirus restrictions and competitions from subsidized Japanese whaling, resulting in whaling being put on hold in Iceland since 2019. Meanwhile, the whale watching tourism industry has increased in Iceland, causing a dilemma for the country. However, with the recent announcement of ending the practice of whaling, it remains uncertain if commercial whaling will resume in Iceland in the future."
83,158,"The Jihadist insurgency in Burkina Faso between the government and Islamist rebels has escalated, with the latest incident resulting in the death of four civilians during a clash between French troops and Ansar ul Islam. The battle also saw the killing of ten militants and involved the support of an attack helicopter. The conflict, which began in 2015, has resulted in a widespread humanitarian crisis, with thousands displaced and killed by both sides. The military has been accused of war crimes and summary executions, disproportionately targeting ethnic Fulani, while insurgents have terrorized villagers and targeted schools."
84,163,"UPDATE: Canada's Operation Unifier, also known as Canadian Armed Forces Joint Task Force-Ukraine, has undergone a significant change. The Canadian government has withdrawn its military advisors from Ukraine and relocated them to an undisclosed destination in Europe. Furthermore, it has suspended all operations at its embassy in Kyiv, and its diplomatic staff have been relocated to Lviv. These developments are substantial, given that the Operation's broader mission was to help reform the Ukrainian military, maintain security, democracy, and provide humanitarian aid and economic stability and growth. The Canadian government's decision may signal a shift in its foreign policy on Ukraine or may be a response to the current security situation in the region. Regardless, it remains to be seen how the relocation of Canadian forces will affect Operation Unifier's broader mission or Canada's ties with Ukraine."
85,165,"The Rule of Law Conditionality Regulation, a regulation of the European Union and Euratom, has gained new significance following the European Court of Justice's decision to dismiss Poland and Hungary's legal challenges against the regulation. The regulation allows the European Commission to adopt measures, including the suspension of payment of funds from the EU budget, for member states that violate the principles of rule of law enshrined in article 2 of the Treaty on European Union. The Court's decision confirms that the regulation is compliant with the treaties of the European Union and paves the way for the European Commission to take action against member states that have rule of law issues that may affect the management of EU funds. The regulation specifies that measures may only be taken if the violations of the rule of law ""affect or seriously risk affecting the sound financial management of the Union budget or the protection of the financial interests of the Union in a sufficiently direct way"". Although the regulation has faced resistance from member states such as Poland and Hungary, the Court's ruling confirms its legal basis and reinforces the importance of upholding the rule of law within the European Union."
86,166,"The Australian government has designated several organisations as terrorist organisations under the Security Legislation Amendment (Terrorism) Act 2002. The list of designated groups is maintained by the Attorney-General's Department, and can be determined through prosecution for terrorist offences or the Attorney-General's motion under the Criminal Code Act 1995. As of November 2021, the Australian government designates 29 foreign organisations as terrorist organisations, including Atomwaffen Division, Tahrir al-Sham and the Guardians of Religion Organization. Notably, Hamas, including its political wing, has been designated as a terrorist organisation by the Australian government. Australian anti-terrorism financing laws include a range of offences under the Criminal Code Act 1995 and the Charter of the United Nations Act 1945, with enforcement overseen by the Australian Federal Police, state police forces, and the Commonwealth Director of Public Prosecutions."
