,idx,response
48,89,"On 1 November 2021, a 21-story high-rise building, one of the three ""360 Degrees Towers"" under construction by Fourscore Homes at 44BCD Gerrard Road in Ikoyi, Lagos, Nigeria, collapsed, killing at least 22 people. The building was being constructed higher than authorized, with only 15 floors approved by the Lagos State Building Control Agency. It was also reported that consultancy firm Prowess Engineering Limited had previously withdrawn from the project due to concerns about the building's integrity. The rescue operation by the National Emergency Management Agency in Lagos State is ongoing, with an uncertain number of people still trapped in the rubble. Meanwhile, the Lagos State government has arrested and will prosecute the owner of the building, while the chief architect has been suspended pending investigations."
49,91,"On November 2, 2021, incumbent New Jersey Governor Phil Murphy won the gubernatorial election for a second term, defeating Republican former state legislator Jack Ciattarelli. This victory made Murphy the first Democrat to be re-elected since Brendan Byrne in 1977. The primaries were held on June 8, 2021, where Murphy won the Democratic nomination unopposed after his two primary challengers were disqualified. Ciattarelli won the Republican nomination, beating four other challengers. The general election featured five candidates, including Libertarian nominee Gregg Mele, Green nominee Madelyn Hoffman, and Socialist Workers nominee Joanne Kuniansky. Despite being unable to participate in any debates sponsored by the New Jersey Election Law Enforcement Commission, third-party candidates did attend a debate for third-party Lieutenant Governor candidates on October 11, 2021, hosted by the New Jersey Globe."
50,93,"

On 1 November 2021, a 21-story luxury residential high-rise tower in Ikoyi, Lagos, Nigeria, called the ""360 Degrees Towers"", collapsed, killing at least 36 people. The tower was being constructed by Fourscore Homes, a United Kingdom-registered company headed by an experienced Nigerian developer Femi Osibona. In February 2020, consultancy firm Prowess Engineering Limited withdrew from the project over concerns regarding the integrity of that building. The Lagos State Building Control Agency had approved only 15 floors, but 21 had been built. A rescue effort by the National Emergency Management Agency in Lagos State (NEMA) and other responders was conducted, and as of 3 November no new survivors have been found. The state government suspended the chief architect, and an investigation through an independent panel has been allotted 30 days to disclose findings."
51,94,"

UPDATE: On November 5, 2021, a horrific incident occurred in Freetown, Sierra Leone, where an oil tanker collided with a truck, resulting in an explosion that left at least 99 people dead and over 100 injured. This tragedy occurred in the suburb of Wellington near Choithram Supermarket, where fuel spilled before igniting, causing a deadly fire. Some reports are stating that a bus was fully burnt, and nearby shops and markets caught on fire, leading to massive destruction. Freetown is no stranger to disasters as it has experienced several in the past, such as a fire in March that saw around 80 people injured and over 5,000 displaced, and mudslides in 2017 that took over 1,000 lives. While rescue efforts have ended, many of the seriously injured people are not expected to survive, and hospitals in the area are facing stretched resources. President Julius Maada Bio and Vice President Mohamed Juldeh Jalloh offered their condolences and promised support to victims' families."
52,95,"On November 5, 2021, a tragic incident occurred during the Astroworld Music Festival in Houston, Texas, where eight people lost their lives in a stampede and crowd crush while hundreds more were injured. The cause of death and injuries are still under investigation. The festival was operated by rapper Travis Scott and had approximately 50,000 attendees. Earlier on the day of the festival, fans surged towards the perimeter, knocking over metal detectors in an attempt to get in. During Scott's performance that night, the crowd began to compress towards the stage, causing a crush before additional panic and chaos ensued. Scott and his crew paused when they noticed attendees in distress near the stage, but they resumed the performance after a short break. This incident has caused the cancellation of the second night of the festival and the setting up of a reunification center for families searching for their loved ones. Scott has pledged to support the investigation and help heal the Houston community, while Kylie Jenner's Instagram posts of the crowd have been criticized."
53,96,"

The United Arab Emirates' relationship with Syria has been rekindled as Emirati Foreign Minister Abdullah bin Zayed Al Nahyan met with Syrian President Bashar al-Assad, marking the first time the two nations engage in diplomatic talks since the Syrian Civil War began a decade ago. Amid the meeting, the leaders discussed collaborative efforts aimed at boosting cooperation across different sectors that are of common interest to both countries. Despite the civil conflict that has brought devastation to Syria, both nations maintain embassies in each other's respective capitals and share cultural bonds as part of their Middle Eastern heritage."
54,97,"UPDATE:

On 5 November 2021, a fuel tanker collision and explosion at a busy junction in Sierra Leone's capital and largest city, Freetown, resulted in a towering inferno which killed at least 115 people and injured over 100 others. The collision occurred at the Wellington area, Freetown's main industrial district, when a lorry carrying granite crashed into a petrol tanker at an intersection outside Choithram Supermarket, causing petrol to spill and bystanders attempting to collect it in containers. The ignition of the petrol created a huge fireball that engulfed vehicles in traffic, including a bus that was burned with no survivors. Nearby shops and markets also caught fire as fuel spilled onto the streets. Local media outlets broadcast footage of charred bodies surrounding the tanker. Mayor Yvonne Aki-Sawyerr stated that people who gathered at the lorry, scooped the leaking fuel in containers and placed them in close proximity to the collision scene exacerbated the damage. Footage showed the devastating aftermath of the explosion and the overwhelming medical services. The director of the National Disaster Management Agency (NDMA), Mohamed Lamrane Bah, said that the rescue efforts ended on 6 November, leaving many people injured, and that about 30 severely burned victims are not expected to survive. The president and vice president offered condolences and promised support to the victims' families, while the hospital services were stretched. This event is a similar occurrence of high-casualty fuel tanker explosions that happened in sub-Saharan Africa, such as the 2018 Mbuba and 2019 Morogoro disasters, and highlights the need for stricter safety regulations."
55,98,"Israel's ""Give a Shoulder"" COVID-19 vaccination program has been highly successful, with about 64 percent of eligible Israelis having received at least one dose and 60 percent receiving two doses, making Israel one of the world leaders in vaccination rates per capita. The program was made possible through coordinated efforts and the centralized government system's ability to utilize personal information for Israeli patients. Recently, Israel's pandemic advisory board approved the Pfizer-BioNTech COVID-19 vaccine's usage for children between the ages of 5 and 11 years old. However, the country faced distribution issues early on, with supply problems and vaccine hesitancy among its population, with 12% of its population, such as Haredi Jews, being less likely to be vaccinated. Additionally, the distribution of vaccines to Palestinians has not been as thorough as to Israeli citizens, with some officials urging the government to provide vaccinations to all Palestinians."
56,100,"On 14 November 2021 at approximately 10:59 am GMT, a terrorist incident occurred outside the Liverpool Women's Hospital in Liverpool, England, as an improvised explosive device detonated inside a taxi, killing the passenger who was of Middle Eastern origin and injuring the driver, who has since been released. The event caused a lockdown in the area, with armed police responding and making three arrests, including one on Boaler Street, which is within walking distance of the hospital. Yesterday, the police declared the incident as a terrorist attack, and Mayor Joanne Anderson revealed that the driver locked the bomber inside the vehicle after noticing that the bomber was wearing an explosive device. The explosives went off a few moments later, killing the bomber and causing significant damage to the taxi. MI5 is supporting the local police in the investigation, and the UK terror threat level has been raised from substantial to severe. The event made international news, and the motives behind the suicide attack are still unknown."
57,103,"Tonga held its general elections on 18 November 2021 to elect 17 of the 26 seats in the Legislative Assembly. Following the 2017 general election, Pohiva, the then Prime Minister, won a landslide victory for the Democratic Party of the Friendly Islands. However, after his death in September 2019, Pohiva Tu'i'onetoa was elected as the new Prime Minister with the support of nobles, independent MPs, and former members of the DPFI. In December 2020, the Democratic Party leader submitted a motion of no-confidence in Prime Minister Tu'i'onetoa, but it was rejected by the Legislative Assembly in January 2021. Campaigning for the 2021 elections took place amid a week-long lockdown due to a COVID-19 case, but it did not delay the election process."
58,106,"

UPDATED VERSION:
On November 23, at approximately 02:00 local time, a tragic bus accident occurred on a motorway near the village of Bosnek, south-west of Sofia in Bulgaria. The bus, carrying Macedonian tourists who were returning from Istanbul, crashed and caught fire, resulting in the death of 46 individuals and leaving seven others injured. The accident occurred in the Pernik Province of Bulgaria and has left countless families devastated."
59,108,"

The 2021 Solomon Islands unrest, which began on 24 November 2021, continues with violent riots and protests occurring in the country, particularly in Malaita Province. The Australian government has deployed Australian Federal Police and Australian Defence Force personnel to support the Solomon Islands Police Force and maintain order, following a request from Prime Minister Manasseh Sogavare under the Australia-Solomon Islands Bilateral Security Treaty. The unrest turned violent on 24 November 2021, resulting in buildings being burnt down and police firing tear gas at protesters. The rioting and looting continue in the Chinatown suburb of Honiara, leading to a nighttime curfew beginning at 7:00 p.m. local time. The protests originated from the central government's decision in 2019 to establish relations with the mainland People's Republic of China, to which Malaita Province did not agree, as they continued to receive support from Taiwan and the United States. Despite condemnations from domestic and international leaders, the Prime Minister, Manasseh Sogavare, has resisted calls to step down and accused the rioters of being ""politically motivated"" and backed by ""foreign powers."""
60,109,"The 2021-2022 European windstorm season marks the seventh occurrence of seasonal European windstorm naming in Europe. Participating meteorological agencies include those from the United Kingdom, Ireland, the Netherlands, France, Spain, Portugal, Belgium, Luxembourg, Greece, Israel, Cyprus, Italy, Slovenia, Croatia, Montenegro, North Macedonia, and Malta. Storm names were released on September 1, 2021, and any storms occurring until August 31, 2022, will be included in this season. The recent Storm Arwen, named by the Met Office on November 25, 2021, caused three deaths in the United Kingdom, widespread damage, and travel disruptions in Scotland and North East England with many people losing power."
61,112,"

On November 30, 2021, a 15-year-old student opened fire on his classmates at Oxford High School in Oxford Township, Michigan, killing four students and injuring seven others. The shooter reportedly used a semiautomatic handgun for the shooting, and was taken into custody after giving himself up to police. The incident occurred despite earlier threats of a mass shooting that had been reported to school administrators. The tragedy prompted expressions of condolences from President Joe Biden and other officials, and reignited calls for stricter gun control laws to address the ongoing public health crisis of gun violence in the United States."
62,114,"The Semeru volcano on the Indonesian island of Java erupted on December 4, 2021, resulting in one death and 41 injuries. Semeru is one of the most active volcanoes in Indonesia and has been erupting since 2014. The volcano erupted again, ejecting a cloud of volcanic ash into the air, which caused power outages, blackouts, and affected at least 30,253 people in the Malang and Lumajang regions. Lahars destroyed at least 30 homes in the Pronojiwo District of East Java, and an estimated 300 families were evacuated. The authorities warned residents to keep their distance from the main summit crater as there is a risk of large pyroclastic flows, and individuals are prohibited from approaching 1 km or closer to the crater. Indonesian President Joko Widodo led the BNPB in post-eruption recovery efforts on December 5, while the Governor of East Java relocated her office to the Lumajang Regency to aid in the evacuation process of residents in the danger zone."
63,115,"

On December 4, 2021, thirteen miners returning home from work in Nagaland were mistakenly shot by Indian soldiers of the Assam Rifles who believed them to be militants. This resulted in the death of thirteen people, including a soldier, and subsequent violence. The incident sparked public outrage, and many called for the repeal of the Armed Forces Special Powers Act (AFSPA). The Indian army claimed that the killing was a case of mistaken identity resulting from an intelligence failure. A Special Investigation Team was formed to probe the incident, and the National Human Rights Commission of India sent notices to the Central and State governments. The incident led to protests, vandalism, and the suspension of all activities at the Hornbill Festival, as well as a six-hour shutdown called by the Naga Students' Federation."
64,119,"As of the latest update, the United Kingdom has reported a record-breaking 78,610 new cases of COVID-19 within the past 24 hours, signaling a surge in infections driven by the highly contagious Omicron variant. This surge has prompted the UK government to implement additional restrictions and measures to try and contain the spread of the virus. The country's vaccination program has also been ramped up further in an effort to increase protection against the new Omicron variant. Despite high case numbers, the mortality rate has not risen as sharply as previous waves thanks to high vaccination rates."
65,122,"The House of Commons constituency of North Shropshire, located in the West Midlands, held a by-election on 16 December 2021 triggered by the resignation of Conservative MP Owen Paterson on 4 November 2021. In a surprising upset, Helen Morgan, the Liberal Democrat candidate, won the election with a significant 34.1% swing, making it the first time the Conservative Party has lost the seat since the constituency's creation. North Shropshire is the third-largest constituency in the West Midlands by area and includes five small towns. The constituency saw 14 candidates run in the by-election, including those from minor parties as well as independent candidates. The by-election was held following the resignation of Owen Paterson, who was found to have breached paid advocacy rules and was facing a suspension from Parliament."
66,124,"

On 20 December 2021, the Francia, a 12-meter-long wooden cargo ship carrying 130 passengers, sank off the northeast coast of Madagascar after its engine room flooded due to a hole in its hull, leaving it vulnerable to wave action. Among the 138 people onboard, at least 85 lost their lives. On 23 December, authorities discovered 24 more bodies, bringing the total death toll to 85. The Francia had illegally taken on passengers for a journey from Antanambe, an unofficial port, to Soanierana Ivongo, a distance of about 100 kilometers. Madagascan police minister Serge Gelle and Chief Warrant Officer Jimmy Laitsara survived after the helicopter they were riding in crashed as it approached the site of the wreck. Despite being spotted by a fisherman, Gelle's swim to safety took 12 hours as he used a helicopter seat as a flotation device. An investigation into the sinking started, and the Madagascan Maritime and Port Agency announced that the confirmed death toll had increased to 85, with three persons missing. The graveyard of Soanierana-Ivongo was too small to accommodate all the bodies recovered, so some were sent to nearby villages for burial. Madagascan president Andry Rajoelina paid tribute to the victims of the shipwreck and helicopter crash, and authorities continued to search for the remaining missing passengers."
67,126,"South Australia has seen a surge in COVID-19 cases, with a record 744 new cases reported in the past 24 hours, bringing the total number of confirmed cases in the state to 4,324. The outbreak has prompted the introduction of strict lockdown measures, including a ban on outdoor exercise and limits on leaving the home to buy essential items. The SA government has also introduced a vaccine mandate for certain industries, including healthcare, aged care, and disability care, with fines for non-compliance. With the situation evolving rapidly, residents are being urged to stay vigilant and adhere to public health guidelines in order to keep themselves and their communities safe."
68,127,"Since the record rainfall on 24 December 2021, the northeastern Brazilian state of Bahia has continued to experience severe flooding, resulting in the deaths of at least 18 people, with 280 injured and more than 35,000 displaced. The state capital Salvador alone received over 250 millimetres (9.8 inches) of rain on 24 December, five times its historic average. As a result, 72 municipalities in Bahia have declared a state of emergency, and the state and Brazilian federal governments, along with other state governments, have collaborated on a joint rescue operation for those affected. Furthermore, two dams have collapsed in Jussiape and Itambe since the flooding began. These floods come on the heels of severe flooding in southern Bahia earlier in December caused by Subtropical Storm Ubá."
69,131,"Iran's ""soft war"" military strategy includes cyberwarfare, in which they have emerged as a significant player in recent years. Since 2010, ""The Cyber Defense Command"" has been operating under Iran's ""Passive Civil Defense Organization,"" which is a subdivision of the Joint Staff of the Iranian Armed Forces. A 2014 report by the Institute for National Security Studies describes Iran as ""one of the most active players in the international cyber arena"" and a Revolutionary Guards general claimed in 2013 that Iran has ""the 4th biggest cyber power among the world's cyber armies."" In 2021, a cybersecurity company reported that Iran is running two surveillance operations targeting over 1,000 dissidents. Iran's national internet includes a cyber defense system to engage attackers. In 2010, Iran was the victim of a cyber-attack when its nuclear facility in Natanz was infiltrated by the Stuxnet worm, which reportedly set back Tehran's atomic program by at least two years. Recently, suspected Iranian hackers hacked Israel's Jerusalem Post newspaper, replaced the website's content with a threat targeting the Shimon Peres Negev Nuclear Research Center, and made an apparent reference to Qasem Soleimani's assassination exactly two years earlier in Baghdad, Iraq."
70,134,"

On January 9, 2022, a devastating fire broke out in a 19-story apartment building located in the Belmont neighborhood of the Bronx, New York City. According to the latest reports, the fire has claimed seventeen lives and left 44 others injured. This tragic incident is now being considered one of the worst fires in New York City's history. The cause of the fire is still under investigation by the authorities."
71,135,"The 2021-2022 Russo-Ukrainian crisis, an ongoing military and diplomatic conflict between Russia and Ukraine that began in late October 2021, has escalated further with the recent arrest of an alleged Russian intelligence agent by Ukrainian authorities. The agent is accused of attempting to recruit others to launch attacks in the port city of Odessa. This development comes amid reports of heightened military activity near the Ukrainian borders and harsh statements from both Kyiv and Moscow, as negotiations on all existing platforms remain deadlocked. In the meantime, the US and Russia have announced bilateral talks in Geneva on 10 January 2022, to discuss concerns about their respective military activity and to confront rising tensions over Ukraine, and Russia is set to hold talks with NATO in Brussels on 12 January 2022."
72,136,"The ongoing Russo-Ukrainian crisis continues to escalate with talks between NATO and Russia reaching a breaking point, leading to grim warnings from Poland of a potential war. The crisis began due to the first combat use of the Ukrainian Bayraktar TB2 UAV against the DPR formations in October 2021, causing international tension between Russia, Ukraine, the US, NATO, the European Union and the Commonwealth of Independent States. Ukrainian intelligence had warned of the deployment of additional Russian troops to the borders, and on 9 December, Russia accused Ukraine of moving heavy artillery towards the separatists, pushing the situation towards a forced settlement of the Donbass conflict. At this time, concerns regarding possible military action continue to loom as the Ukrainian Government announces the arrest of an alleged Russian military intelligence agent who was attempting to recruit others to conduct attacks, and Poland warns of the possibility of war."
73,139,"The 2022 Australian Open, the 110th edition of the tournament, will be held at Melbourne Park in Melbourne, Victoria, Australia from 17–30 January 2022. The International Tennis Federation (ITF) oversees the tournament, which is part of the 2022 ATP Tour and the 2022 WTA Tour calendars under the Grand Slam category. Men's and women's singles and doubles and mixed doubles events are featured. There are also singles and doubles events for both boys and girls, as well as singles, doubles, and quad events for men's and women's wheelchair tennis players as part of the NEC tour under the Grand Slam category. The tournament, played on hard courts, includes 25 courts, including five main tennis arenas, with Rod Laver Arena, John Cain Arena, Margaret Court Arena, 1573 Arena, and debutant Kia Arena. Defending champions are Novak Djokovic and Naomi Osaka in Men's Singles and Women's Singles, respectively. However, following much controversy, it has been reported that the Minister for Immigration and Citizenship, Alex Hawke, has used his ministerial powers under the Migration Act 1958 to cancel Novak Djokovic's visa on ""health and good order grounds."""
74,140,"On January 15, 2022, an armed man claiming to be the brother of Pakistani Al-Qaeda suspect Aafia Siddiqui entered Congregation Beth Israel, a Jewish synagogue in Colleyville, Texas and took multiple congregants hostage during a bar mitzvah. The assailant posed as a homeless man in need of shelter to enter the synagogue. After more than 12 hours of negotiations, the hostage taker was shot and killed by police. One hostage was released safely earlier in the day. Law enforcement has not identified the assailant, who demanded the release of Aafia Siddiqui as part of his negotiations. Siddiqui's lawyer stated that she had no involvement with the hostage crisis and condemned the action. Israeli Prime Minister Naftali Bennett and the Alternate Prime Minister of Israel, Yair Lapid, were closely monitoring the situation and the Israeli Consulate General was in contact with American law enforcement."
75,141,"On 15 January 2022, a massive eruption of Hunga Tonga, a volcanic island in Tonga in the Pacific Ocean, caused widespread tsunamis in Tonga, Fiji, American Samoa, and other countries, triggering tsunami warnings in Fiji, Samoa, Vanuatu, New Zealand, Australia, Japan, the United States, Canada, Chile, and Ecuador. The eruption was preceded by a smaller eruption on 20 December 2021, and the size of the island had increased on satellite imagery by 25 December, before being declared dormant on 11 January 2022. The subsequent eruption produced a wide column of ash, sent large amounts of volcanic material into the stratosphere, and had the potential to cause a temporary climate effect. The 15 January tsunami struck the Tongan capital Nukuʻalofa, causing damage and evacuations, and also affected other Pacific countries, with minor tsunamis being recorded as far away as the Gulf of Mexico and the Caribbean. Most recently, two people were killed by a small tsunami in Lambayeque, Peru. Assistance efforts are underway and aid is being discussed by foreign affairs officials in New Zealand."
76,144,"

In an ongoing large-scale attack by the Islamic State, Al-Sina'a prison in Al-Hasakah city was targeted, resulting in the freeing of prisoners and clashes that caused the death of 67 people. Previously termed by the SOHR as the largest attack by the Islamic State since losing its key Syrian territory in 2019, the attack began on 20th January when car bombs were launched at the prison and IS ground fighters opened fire with heavy weapons. A riot followed, with prisoners obtaining armoury weaponry and attacking prison staff, effectively occupying the prison and facilitating several escapees. Clashes continued into the following day while the Kurdish Administration of northern Syria received support from the International Coalition, and the SDF announced the arrest of 89 of the prisoners. The prison and surrounding areas remain under dispute."
77,145,"Singapore's ongoing COVID-19 vaccination campaign is set to extend booster shots to individuals aged 12 to 17 years old starting on March 14th. This announcement follows Singapore's efforts to vaccinate its population, with more than 88% of the population completing their vaccine regimen. Singapore invested over one billion dollars in purchasing promising vaccine candidates from Pfizer BioNTech, Moderna, and CoronaVac. The Expert Committee on COVID-19 Vaccination recommended prioritizing high-risk groups such as frontline healthcare workers and the elderly for vaccination. Singapore became the first Asian country to approve Pfizer-BioNTech's vaccine in December 2020 and started its vaccination campaign on December 30th, 2020. As of September 2021, Singapore has started rolling out booster shots for the senior population above 60 from September 14th, with plans to extend booster shots to individuals above 18 starting December 14th."
78,148,"

On 25 January 2022, the Baloch Liberation Front claimed responsibility for an insurgent attack in Kech District, Balochistan, Pakistan, which claimed the lives of ten Pakistan Army soldiers. The army conducted a clearance operation and reported that one attacker was killed and three others were arrested. The separatist group has not yet explained the motives behind the attack. The militants also seized weapons from the security post during the few-hour long clash, and locals in the area verified that militants, too, suffered multiple casualties."
79,150,"

UPDATED VERSION:
Between January 31—February 1, 2022, Ecuador was hit by heavy rainfall, resulting in multiple landslides, floods, and mudflows. The city of Quito, in particular, experienced devastating losses, with at least 23 people confirmed dead and another 9 missing due to a catastrophic landslide. The tragic event left 47 others injured, and rescue operations are ongoing."""
80,152,"

On February 1, 2022, a failed coup attempt was made in Guinea-Bissau resulting in the deaths of ""many"" members of the security forces, according to President Umaro Sissoco Embalo. Despite the president's statement, the situation is said to be ""under control."" The African Union and the Economic Community of West African States (ECOWAS) have both condemned the attempt on democracy. In a statement, ECOWAS calls for a peaceful resolution and urges the military to return to their barracks and maintain a republican posture."
81,153,"Over 60 people were brutally stabbed to death by CODECO militants in Plaine Savo, a camp for internally displaced people in Djugu territory, Ituri Province, DR Congo on February 2, 2022. The victims were residents of the camp, which is home to around 4,000 people. The incident is the latest in a series of attacks in the region, where ethnic violence has been on the rise, causing the displacement of thousands of people. CODECO is a local militia group that is mainly composed of members of the Lendu ethnic group, which has been engaged in deadly clashes with the Hema ethnic group for over two decades. The authorities have condemned the attack and pledged to bring the perpetrators to justice."
82,156,"

UPDATED VERSION:
Whaling in Iceland, which began as spear-drift hunting in the 12th century, has been largely in decline since the late 19th century due to other countries introducing modern commercial practices. Today, Iceland is one of the few countries still officially objecting to the moratorium established by the International Whaling Commission in 1986 and maintaining a whaling fleet. However, the only company that previously hunted minke whales for domestic consumption has announced the end of the practice in 2020, as the meat was no longer popular with tourists. One company still hunts fin whales, mainly for export to Japan. In 2018, Icelandic whalers faced accusations of slaughtering a blue whale. The whaling industry in Iceland has been on hold since 2019, amid coronavirus restrictions, increased competition from subsidized Japanese whaling, and rising domestic whale watching tourism that have undermined the industry. In the latest development, Iceland has announced plans to permanently end whaling by 2024, citing the declining price of whale meat as the reason behind the decision. The country's whale watching sector exists in tension with the whaling industry."
83,158,"The Jihadist insurgency in Burkina Faso, an ongoing war and civil conflict between the Government of Burkina Faso and Islamist rebels, continues to generate violence and instability in the country. Recently, four civilians were killed during a battle between French troops and Ansar ul Islam, a jihadist group particularly active at the border territories of Mali and Burkina Faso. The clash resulted in the death of ten militants and involved support from an attack helicopter. Amidst the ongoing conflict, a humanitarian crisis has emerged with thousands of people killed and displaced by both sides, with government forces also being accused of summarily executing countless of civilians, disproportionately targeting ethnic Fulani. The UNHCR estimates that six in ten displaced people in"
84,163,"In a major shift, the Canadian Armed Forces has withdrawn its military advisors from Ukraine and relocated them to an undisclosed destination in Europe, while moving its diplomatic staff to Lviv and suspending all operations at its embassy in Kyiv. The move marks a departure from Canada's long-standing involvement in Operation Unifier, which was initiated in 2015 to support Ukraine's efforts in maintaining security, democracy, and economic stability in the face of Russian-backed separatist movements. Canada's decision reflects the growing tensions between Ukraine and Russia, with NATO countries increasingly concerned about the potential for a full-scale conflict. The withdrawal of Canadian troops from Ukraine is likely to have a significant impact on the country's military capabilities and may hamper its ability to resist Russian aggression."
85,165,"The Rule of Law Conditionality Regulation of the European Union and Euratom has been confirmed by the European Court of Justice to comply with EU treaties, dismissing legal challenges from Poland and Hungary. The regulation enables the European Commission to suspend funds from the EU budget to member states that violate the rule of law principles in article 2 of the Treaty on European Union. Following this decision, the Commission is now able to take measures against member states with rule of law issues that are likely to affect the management of EU funds. The European Parliament has previously urged the Commission to avoid delaying implementation and provide more information on investigations into breaches of rule of law principles."
86,166,"

Australia's fight against terrorism continues as the Australian government designates new organisations as terrorist organisations. The recent additions to the list of designated terrorist organisations include the entirety of Hamas, including its political wing, Atomwaffen Division, Tahrir al-Sham and the Guardians of Religion Organization. The Australian Parliament passed the Security Legislation Amendment (Terrorism) Act 2002, which allows the government to deal with organisations involved in terrorism and insert a range of terrorist organisation offences into the Criminal Code Act 1995 (Cth). Financial transactions involving listed terrorist organisations are monitored by the Australian Transaction Reports and Analysis Centre (AUSTRAC). The list of designated terror organisations, maintained by the Attorney-General's Department, is updated regularly, and listing, de-listing, and re-listing follows a protocol primarily involving the Australian Security Intelligence Organisation and the Attorney-General's Department. The responsibility of prosecuting offences sanctions persons and entities under Australian and international law, including new listings such as Atomwaffen Division, Tahrir al-Sham, Guardians of Religion Organization, and the entirety of Hamas as a terrorist organisation."
