,idx,response
24,48,"UPDATED VERSION:

Operation Allies Refuge was a United States military operation that aimed to evacuate at-risk Afghan civilians, including interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants from Afghanistan. The operation was conducted concurrently with the larger American military withdrawal from Afghanistan and the evacuation of eligible foreign nationals and vulnerable Afghans. SIV applicants were airlifted to the United States and temporarily housed by the U.S. military while they completed their application process.

The operation was unveiled by the Biden administration on July 14, 2021. On July 22, the U.S. House of Representatives passed the Averting Loss of Life and Injury by Expediting SIVs (ALLIES) Act, which increased the visa cap for Afghan interpreters and expedited the SIV process.

On August 30, the last American troops left Afghanistan, marking the end of the war in the country. However, around 100 Americans were left behind, according to White House Chief of Staff Ron Klain, who also stated that the Biden administration would continue to try to rescue them.

Throughout the course of the operation, the U.S. military airlifted thousands of SIV applicants, embassy personnel, and American nationals, as well as eligible Afghans seeking to flee the country. The airport in Kabul became a focal point of the airlift, with nearly 6,000 U.S. troops deployed to provide security and facilitate the evacuation efforts.

Despite efforts to secure the airport and its surroundings, the Taliban was able to take control of the country, resulting in the disintegration of the Afghan Armed Forces. The situation at the airport became increasingly chaotic, with thousands of people trying to forcibly board planes. There were frequent reports of violence, including suicide bombings that killed numerous people, including U.S. service members.

Despite these challenges, the U.S. military continued its evacuation efforts, ultimately evacuating over 120,000 people from Afghanistan. The operation was one of the largest airlifts in history and represented a significant effort by the U.S. to support its allies and partners in the region."
25,51,"UPDATED VERSION:

At least one person has died and more than 1.6 million people have been left without electricity following a 7.0 magnitude earthquake that struck just outside the tourist city of Acapulco, Guerrero, Mexico. The earthquake occurred at 20:47 local time on 7 September and had an estimated intensity of VII (Very strong) on the MMI scale. The earthquake was a thrust faulting event located on or near the subduction zone boundary of the Caribbean Plate and Cocos Plate, 3 km from the epicenter in Acapulco. A few buildings were damaged, power outages were reported, and there were many gas leaks. According to the mayor of Acapulco, Adela Román, residents are urged to remain calm while the situation is being assessed. The earthquake occurred on the anniversary of the 2017 Chiapas earthquake which measured Mw  8.2 and killed at least 100 people. Earthquakes of this size, according to the U.S. Geological Survey, are 40x20 km in rupture size. The earthquake occurred at the southern extent of the Guerrero Gap, a seismic gap capable of generating a magnitude 8.0 earthquake. A tsunami measuring 1.2 feet or 0.37 meters was recorded in Acapulco."
26,53,"UPDATED VERSION:

Operation Allies Refuge, a United States military operation, was conducted to airlift at-risk Afghan civilians, including interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants, from Afghanistan. The evacuation efforts also included NATO and regional allies from Hamid Karzai International Airport in Kabul. The operation was carried out simultaneously with the larger American military withdrawal from Afghanistan and evacuation of all eligible foreigners and vulnerable Afghans.

The first group of 221 Afghan interpreters arrived at Fort Lee, Virginia on 30 July for SIV processing, with at least 20,000 more SIV holders and applicants yet to be moved. The U.S. embassy staff in Kabul had been destroying sensitive materials and items featuring embassy logos or U.S. flags as part of the standard procedure during a drawdown.

On 15 August, the Taliban took control of Kabul, causing chaos as thousands of Afghan civilians fled to the airport in hopes of boarding flights. The U.S. military, alongside allies, struggled to evacuate embassy personnel, U.S. nationals, and SIV applicants. On 16 August, a C-17 cargo plane safely evacuated around 640 people to the Al Udeid Air Base in Qatar, setting a new record for the aircraft. The U.S. military took control over the security and air traffic control of the airport. 

On 20 August, roughly 5,700 people were evacuated on 16 flights. The Pentagon reported that 12,700 people have been evacuated from the country. The U.S. military used multiple bases across the country to house Afghan nationals that were at risk of Taliban retaliation. Unfortunately, the Taliban's conquest of the country led to the disintegration of the Afghan Armed Forces, and casualties ensued. At least 195 people died at or near the Kabul International Airport as thousands of people tried to forcibly board planes, and a suicide bombing attack by Islamic State militants claimed the lives of at least 182 people, including thirteen U.S. service members.

Recent updates provided additional information about the ongoing evacuation efforts. On 5 September, the White House Chief of Staff, Ron Klain, announced that around 100 Americans remain in Afghanistan, and the Biden administration will look for ways to rescue them. On the same day, U.S. Secretary of State Antony Blinken announced that 21 Americans had been evacuated from Afghanistan. 

Despite the challenges and losses, the evacuation efforts continue. The U.S. military and its allies continue to evacuate eligible individuals from Afghanistan while navigating the complex political and security situation on the ground."
27,56,"UPDATED VERSION:

Since January 2001, the United States government has conducted multiple drone strikes in Afghanistan, with at least 13,074 airstrikes resulting in the deaths of over 4,000 people, including civilians and children. During Donald Trump's presidency, drone strikes multiplied at a pace four to five times faster than they did under Barack Obama. However, on August 29, 2021, a US military drone strike near Kabul International Airport mistakenly killed 10 civilians instead of the intended target, ISIL-K militants, according to Marine Corps General Kenneth F. McKenzie Jr. The strike has faced immense criticism, with the United States government being heavily scrutinized for the number of civilian casualties resulting from drone strikes, including unintentional targets. Amnesty International USA has also questioned the legality of these attacks. The US government has previously revoked an order by Obama to report civilian drone strike deaths, and the Afghan Air Force has also conducted its own air strikes in the region."
28,57,"UPDATED VERSION:

On September 18, 2021, a rally in support of those arrested following the January 6 attack on the United States Capitol was held near the Capitol building. The event, called the Justice for J6 rally, was organized by Look Ahead America, a nonprofit led by former Trump campaign staffer Matt Braynard. The rally was attended by a small crowd of around 400 to 450 people, and at least four participants were arrested for various felonies.

Prior to the event, lawmakers and law enforcement officials expressed concerns about possible violence, prompting the activation of the Metropolitan Police Department and the restoration of protective fencing around the Capitol. A counter-rally was also scheduled, heightening fears of clashes between participants of both events.

The Department of Homeland Security issued an intelligence briefing memo warning of potential violence at the rally, but did not identify any specific or credible plot associated with the event. Far-right groups such as the Proud Boys urged members not to attend the rally, and some Republicans distanced themselves from it.

Former President Donald Trump called the rally a ""setup"" for Republican voters, stating that if people did not show up, it would be perceived as a lack of spirit, and if they did, they would be harassed. Organizers of the Justice for J6 rally criticized the security measures, saying they were designed to discourage participants.

In summary, the Justice for J6 rally held on September 18, 2021, expressed solidarity with those arrested following the January 6 Capitol attack. The event was attended by a small crowd and resulted in four participants being arrested for various felonies. Fears of violence prompted the activation of law enforcement and the restoration of protective fencing around the Capitol."
29,59,"UPDATED VERSION:

A 31-year-old man has been charged with four counts of murder by the Derbyshire Constabulary in connection with a suspected mass murder that occurred on September 19, 2021, in Killamarsh, Derbyshire, England. The incident took place at a residential property on Chandos Crescent, where police officers found the bodies of three children and one adult. The victims were identified as siblings Lacey Bennett (11) and John Paul Bennett (13), their mother Terri Harris (35), and Lacey's friend Connie Gent (11), who was staying at the property for a sleepover. Killamarsh, which is a former coal mining town in far northern Derbyshire, has become an outer commuter suburb of Sheffield, South Yorkshire, due to the expansion of the city to the south and east. A criminal inquiry is currently ongoing."
30,63,"UPDATED VERSION:

A tragic incident occurred in Joplin, Montana, on September 25, 2021, when an Amtrak passenger train derailed at around 4:00 p.m. MT. The train was heading west and had 147 passengers and 13 crew members on board. Sadly, the derailment led to the deaths of at least three individuals, and another 50 people sustained injuries and were taken to hospitals for medical treatment. The authorities are investigating the cause of the accident, and rescue and recovery efforts are ongoing."
31,65,"UPDATED VERSION:

Qatar held its first-ever legislative elections on October 2, 2021, where eligible voters aged over 18 cast their ballots to elect 30 members of the Consultative Assembly. Initially scheduled to take place in the latter half of 2013, the polls had been repeatedly postponed until Emir Tamim bin Hamad Al Thani promised to hold them in November 2020. The electoral law, approved by the Emir on July 29, 2021, allowed 30 members to be elected by first-past-the-post voting from single-member constituencies, while the remaining 15 were appointed by the Emir. The law required candidates to be at least 30 years old and of Qatari origin, prompting protests from those excluded from competing, including naturalized citizens and members of the Al Murrah tribe. Independent candidates vied for the available seats, as political parties remain banned in the country."
32,66,"UPDATED VERSION:

A Pilatus PC-12 plane crashed into an empty building in San Donato Milanese, Lombardy, Italy on October 3, 2021, resulting in the tragic deaths of all eight passengers on board. The incident has left the aviation world in shock and mourning."
33,67,"UPDATED VERSION:

The Pandora Papers, the largest offshore data leak in history, were published on October 3, 2021, by the International Consortium of Investigative Journalists (ICIJ). The 11.9 million leaked documents reveal hidden wealth, tax evasion, and money laundering among 330 politicians, including 35 national leaders, and numerous celebrities worldwide, including 130 billionaires. The leaked documents expose a total of 29,000 beneficiaries among 27,000 companies. The ICIJ has described it as the most expansive expose of financial secrecy yet. The Pandora Papers surpass the Panama Papers by nearly half a million documents. The first leaks named over 100 billionaires, 30 current and former leaders, and 300 public officials. Among them was Tony Blair, who, though not illegal, appeared in the papers for saving £312,000 in Stamp Duty on the purchase of a £6.45million property in London by purchasing Romanstone International Limited, a British Virgin Islands company."
34,68,"UPDATED VERSION:

The largest offshore data leak in history has been revealed by the International Consortium of Investigative Journalists (ICIJ), with 11.9 million leaked documents containing evidence of hidden wealth, tax evasion, and money laundering involving 27,000 companies and over 29,000 beneficiaries. Among these beneficiaries were 130 billionaires, 35 national leaders, and 330 politicians, along with numerous celebrities. The leak surpasses the previous Panama Papers leak by nearly half a million documents, exposing a total of $32 trillion in hidden wealth (excluding non-monetary valuables such as real estate, art, and jewelry). The ICIJ worked with journalists in 117 countries, including news organizations such as The Washington Post, L\'Espresso, Le Monde, El País, Süddeutsche Zeitung, PBS program Frontline, the Australian Broadcasting Corporation, The Guardian, and the BBC’s Panorama. The Pandora Papers have sparked investigations by governments worldwide, with Pakistan's Prime Minister Imran Khan vowing to investigate all citizens mentioned in the documents for potential wrongdoing."
35,70,"UPDATED VERSION:

Facebook, Instagram, WhatsApp, and Oculus experienced an extended global outage on October 4, 2021, which began at 15:39 UTC. The cause of the outage remains unknown, though some experts believe it may have been caused by a BGP update from Facebook. As a result, other popular social media platforms, such as Twitter, were struggling to maintain the load of users coming to their platforms following the outage. The outage is still ongoing, with no clear timeline for when the services will be fully restored."
36,73,"UPDATED VERSION:

A deadly earthquake with a moment magnitude of 5.9 Mw hit Harnai in Balochistan, Pakistan, on October 7, 2021, killing at least 24 people and injuring around 200 others. The earthquake occurred near the anniversary of the 2005 Kashmir earthquake, which claimed the lives of 87,000 people. The region is directly influenced by the ongoing oblique convergence between the Indian Plate and Eurasian Plate with the convergence being highly oblique, involving the large Chaman Fault with thrust faulting in the Hindu Kush and Himalaya region being the direct result of the plate interaction.

According to the US Geological Survey, the earthquake occurred during the rupture of a thrust fault under the Sulaiman Mountains and Central Brāhui Range. It was the largest earthquake in Pakistan since the major tremor in 2013, which occurred nearby and killed at least 800 people, causing significant damage in the province.

The earthquake struck early in the morning at around 03:00 local time, collapsing many homes where residents were asleep. Most of the victims were women and children. Many residents were buried under the rubble of collapsed buildings and rescued by survivors. The number of injured people stands at around 200, and many hospitals in Balochistan are struggling with the influx of patients. The Harnai District and the Shahrag area were severely affected by the quake, with at least 70 homes damaged, while cities like Sibi and Quetta also reported damage.

Following the earthquake, troops from the Pakistan Army were dispatched to Harnai to aid in search and rescue and relief operations. Nine injured victims in need of medical treatment were transported by helicopter from the affected region to Quetta. The Inter-Services Public Relations, army, medical personnel, response workers, and officials are all working together to coordinate the rescue and relief efforts. A team of search and rescue individuals from Rawalpindi was sent to Harnai to find survivors among the wreckage."
37,75,"UPDATED VERSION:

A tragic incident occurred in Kongsberg, Viken, Norway on 13 October 2021, when a man using a bow and arrow killed five people and injured two others. The perpetrator reportedly targeted his victims at several locations before being taken into custody. The town, located about 70 kilometres (43 mi) west of Oslo, was left in shock and grief after the violent attack. The authorities have launched an investigation to determine the motive behind the tragic incident. Our hearts go out to the loved ones of the victims, and we hope for a swift and just resolution to this senseless act of violence."
38,76,"UPDATED VERSION:

A deadly attack on October 13, 2021, in Kongsberg, Viken, Norway, left five people dead and three injured. The perpetrator, identified as a 37-year-old Norwegian man and convert to Islam with Danish citizenship named Espen Andersen Bråthen, opened fire with a bow and arrow. The suspect was known to police, who were previously concerned about his potential radicalization. Bråthen had several criminal convictions, including threats against family members, cannabis possession, and break-ins. He has confirmed to authorities that he carried out the attack, and the Norwegian Police Security Service has launched a terrorism investigation. Police constables have been temporarily authorized to carry firearms across the country in response to the attack. The tragedy has prompted government officials to raise questions about the police's inability to stop the attack during the initial confrontation with the perpetrator. Meanwhile, communities across Norway are mourning this tragedy marking one of the deadliest attacks in Norwegian history."
39,77,"UPDATED VERSION:

The Taliban has pledged to increase security measures at Shi'ite mosques in Afghanistan after recent suicide bombings claimed by the Islamic State-Khorasan Province (IS-KP). On 15 October 2021, a suicide bombing occurred at the Imam Bargah mosque during Friday prayers in Kandahar, killing at least 65 people and wounding more than 70 others. The attack was followed by another suicide bombing at a Shia mosque in Kunduz on 22 October that killed at least 50 people. In a statement, the IS-KP claimed responsibility for both attacks. The Taliban has condemned the attacks and vowed to prevent any future attacks, promising to take all necessary measures to ensure the security of places of worship for all religious communities in the country. These statements come as the security situation in Afghanistan remains fragile, with several militant groups vying for power and influence."
40,78,"UPDATED VERSION:

Sir David Amess, a long-serving Member of Parliament for Southend West, was declared a victim of terrorism after he was stabbed to death on October 15, 2021, while holding a constituency surgery at a Methodist church in Leigh-on-Sea, Essex. The investigation is ongoing, and counter-terrorism police officers are involved in the case. A 25-year-old British national was quickly arrested on suspicion of murder, and a knife was recovered. The motivations of the attacker are still unknown, and the investigation remains active. Sir David Amess had been a prominent member of the Conservative Party, being knighted for his commitment to public service, and was widely recognized for his socially conservative views, including opposition to abortion and advocacy for animal welfare protections. The attack has led to calls for increased security measures for MPs during constituency surgeries and campaigning activities, and numerous politicians from across the political spectrum have expressed shock and offered condolences. The UK Prime Minister, Boris Johnson, has ordered a security review of measures protecting lawmakers. BBC One has adjusted its schedule out of respect for the tragic event, replacing several programs with reruns of light-hearted comedies and dramas."
41,79,"UPDATED VERSION:

Protests by the Serbian population in Kosovo against the government of Kosovo have ended after an agreement was reached between the authorities in Kosovo and Serbia. The protests, which began on 20 September 2021, were prompted by the government's decision to ban Serbian license plates. The ban required people owning vehicles with Serbian plates to switch to Kosovan license plates at a government registration center. The ban aimed to mirror the former ban by the Serbian government on Kosovan plates in Serbia. However, the decision drew widespread opposition and led to protests, which were largely peaceful. 

The Serbian Armed Forces were placed on heightened combat readiness as a result of the protests, but the government of Kosovo and Serbia have now agreed to end the ban. The agreement, which was reached on 30 September 2021, will allow Serbian license plates to be used in Kosovo and Kosovan plates to be used in Serbia. However, national symbols and country codes on both types of plates will be covered with a sticker. 

The agreement is expected to be a temporary resolution, with negotiators from both governments meeting for the first time in Brussels on 21 October 2021, to form a working group to find a more permanent solution. If successful, the working group will announce its proposals in six months, in accordance with EU standards. 

The Kosovo-Serbia border has been a subject of tension for years due to Serbia's refusal to recognize Kosovo's independence. North Kosovo, where the protests took place, is majority Serb and has been a region largely opposed to an independent Kosovo. The community of Serb municipalities was supposed to be formed in accordance with the Brussels Agreement of 2013, but its formation has been blocked by the government of Kosovo. 

Both sides have accused each other of overreach during the protests, which were largely peaceful, but the situation has now calmed after the agreement was reached. International powers have called for de-escalation, with the NATO-led international peacekeeping force in Kosovo, the Kosovo Force, increasing the amount and duration of its patrols. Russia, meanwhile, has criticized Kosovo's decision to ban Serbian license plates."
42,80,"UPDATED VERSION:

Sir David Amess, a British Conservative Party politician and Member of Parliament (MP) for Southend West, was stabbed to death multiple times during a political surgery at the Belfairs Methodist Church Hall in Leigh-on-Sea, Essex on 15 October 2021. Ali Harbi Ali, a 25-year-old male British citizen, was arrested at the scene and charged with murder and the preparation of terrorist acts. On 7 March 2022, Ali Harbi Ali was due to be tried for the murder of David Amess after appearing at Westminster Magistrates' Court and the Old Bailey. 

Amess was a long-serving politician who had entered Parliament in 1983 as MP for Basildon. He had held no senior positions but was described as an ""instantly recognisable"" member of the Conservative Party, and had been knighted for his political and public service. He was a devout Catholic and a socially conservative politician who opposed abortion, supported capital punishment, and campaigned in favour of Brexit. He was a supporter of animal welfare and was one of the few Conservative MPs to support a ban on fox hunting. 

In the aftermath of Amess's death, significant changes were proposed regarding the safety of MPs during open, public constituency surgeries. The Speaker of the House of Commons, Sir Lindsay Hoyle, announced that the security of MPs will be reviewed, and politicians debated calls to enact a law to crack down on online targeting of MPs and end anonymity. The Conservatives suspended political campaigning, and a number of MPs voiced their support for a campaign to give Southend-on-Sea city status as a way of honoring Amess's memory.

In addition, Boris Johnson and the Leader of the Opposition Sir Keir Starmer, accompanied by Sir Lindsay Hoyle and the home secretary Priti Patel, laid wreaths at the church hall where Amess was killed. Tributes were paid in a book of condolence placed in the House of Commons Library, as well as in Westminster Hall and Portcullis House. A vigil for Amess was held in his Southend West constituency, and a service of remembrance for Amess was held by MPs at St Margaret's Church, Westminster, which included an address by the Archbishop of Canterbury, Justin Welby. 

However, controversy arose when a Catholic priest reported that he was not allowed to enter the crime scene to administer the last rites for Amess. Following Amess's killing, British Catholic policymakers issued statements affirming Amess's commitment to his faith and lauding his achievements, and Labour MP Mike Kane sought to add an ""Amess amendment"" to the Police, Crime, Sentencing and Courts Bill that would ensure Catholic priests' access to crime scenes to administer the last rites. 

Amess's close links to Qatar, which backs Somali President Mohamed Abdullahi Mohamed, have been examined by police. Despite rumours of links to Islamic extremism, Ali Harbi Ali was charged with the murder of David Amess, and remanded to Belmarsh prison. He is due to stand trial on March 7, 2022."
43,82,"UPDATED VERSION:

Solar Cycle 25, which began in December 2019 with a smoothed minimum sunspot number of 1.8, is expected to continue until about 2030. It has been predicted that Cycle 25 will be weaker than average, but recent events suggest otherwise. In May 2020, the first C-class and M-class solar flares of Cycle 25 took place, and solar activity continued to increase in the following months, especially in October with near-daily flares. On November 29, an M4.4 flare, the strongest of the cycle to date, took place, raising the possibility that the solar cycle will be more active than initially thought. The first X-class solar flare of the cycle happened on July 3, peaking at X1.59, and a second X-class solar flare has recently erupted. An associated coronal mass ejection may graze Earth on October 30 or 31, which could cause bright aurorae and interfere with satellite communications. Although early signs suggested a weaker cycle, recent events suggest that Solar Cycle 25 may be more active than previously predicted."
44,83,"UPDATED VERSION:

The G20 Rome summit kicked off on October 30-31, 2021, marking the first in-person meeting since the pandemic began. However, Russian President Vladimir Putin and Chinese President Xi Jinping were unable to attend physically and had to participate via video link. The event brought together leaders from 19 countries, along with the European Union, to discuss global issues such as climate change, COVID-19, and the global economic recovery. Participants included Australian Prime Minister Scott Morrison, Canadian Prime Minister Justin Trudeau, French President Emmanuel Macron, German Chancellor Angela Merkel, Indian Prime Minister Narendra Modi, Italian Prime Minister Mario Draghi, Japanese Prime Minister Fumio Kishida, Mexican President Andrés Manuel López Obrador, South African President Cyril Ramaphosa, Turkish President Recep Tayyip Erdogan, UK Prime Minister Boris Johnson, and US President Joe Biden. Invited guest leaders were also in attendance, such as the Sultan of Brunei Hassanal Bolkiah, President of the Democratic Republic of the Congo Félix Tshisekedi, Prime Minister of the Netherlands Mark Rutte, President of Rwanda Paul Kagame, and Prime Minister of Singapore Lee Hsien Loong. Pedro Sánchez, the Prime Minister of Spain, was present as a permanent guest invitee. Discussions during the summit focused on areas such as cybersecurity, energy transition, digital taxation, and global health."
45,84,"UPDATED VERSION:

Seventeen people have been injured in a derailment and collision between two trains near Salisbury railway station in the English city of Salisbury, Wiltshire. The incident occurred on October 31, 2021, at around 19:00 UTC at the Fisherton Tunnel near London Road. One of the trains was derailed during the incident. Emergency services, including police and fire vehicles, attended the scene. The injured individuals were taken to hospitals for treatment. The cause of the crash is currently under investigation."
46,85,"UPDATED VERSION:

On Monday, November 1, 2021, tragedy struck the Ikoyi neighborhood of Lagos, Nigeria, when a high-rise building under construction collapsed, killing at least 15 people and leaving several others trapped. The building, which stood 22 stories high, had been undergoing construction at the time of the incident. Emergency services responded promptly to the scene, but the death toll continues to rise as rescue efforts continue. Our thoughts are with the victims and their families during this difficult time."
47,86,"UPDATED VERSION:

A major insurgent attack occurred on November 2, 2021, at the Daoud Khan Military Hospital in Kabul, Afghanistan. The attack began with a bomb exploding at the hospital's entrance, followed by gunfire and a second explosion. The attack left at least 25 people dead and more than 50 others wounded. Four attackers were killed, and the Taliban arrested a fifth.

Islamic State - Khorasan Province has not claimed responsibility for this attack, but the Taliban has attributed the attack to the insurgent group. Islamic State began waging an insurgency in Afghanistan in 2015 and claimed responsibility for an attack on the same hospital in 2017.

The Taliban stated that they killed four of the attackers and successfully arrested the fifth. Rescuers continue to comb through the debris to locate any remaining casualties. The hospital is the largest medical facility in Afghanistan and serves as a critical defense force hospital. The attack has shocked and saddened the nation, and the international community has expressed its condolences to the victims of this terrorist act."
48,89,"UPDATED VERSION:

A high-rise building under construction in the Ikoyi neighborhood of Lagos, Nigeria, collapsed on November 1, 2021, killing at least 22 people. The building, known as the 21-story luxury residential high-rise, was part of a trio of highrise buildings called the ""360 Degrees Towers"" being built by Fourscore Homes, a UK-based private development company headed by Nigerian Femi Osibona (aka Olufemi Adegoke Osibona).

Concerns about the building's integrity had been raised in February 2020 when consultancy firm Prowess Engineering Limited withdrew from the project. The Lagos State Building Control Agency had only approved the construction of 15 floors, but 21 had been built.

Rescue efforts by the National Emergency Management Agency in Lagos State (NEMA) and other responders had been ongoing for three days. Nine people had been rescued as of November 2. The military had been scheduled to take over operations.

Deputy Governor of Lagos, Femi Hamzat, faced criticism from crowds who believed authorities had been slow to initiate rescue attempts. The Lagos State Building Control Agency announced the owner of the building would be prosecuted, and the state government suspended the chief architect while conducting an investigation."
49,91,"UPDATED VERSION:

New Jersey Governor Phil Murphy successfully secured his re-election bid on November 2, 2021, defeating Republican nominee Jack Ciattarelli. Murphy, a Democrat and incumbent since 2018, won by a significant margin, becoming the first Democrat to be re-elected in the state since Brendan Byrne in 1977. Murphy's primary challengers were disqualified, resulting in no competition for the Democratic nomination. Ciattarelli emerged as the Republican nominee, while Madelyn Hoffman of the Green Party, Gregg Mele of the Libertarian Party, Joanne Kuniansky of the Socialist Workers Party, and Ed Forchion of the Legalize Marijuana Party also appeared on the ballot. The election featured the lowest number of candidates for a New Jersey gubernatorial election since 1953. Despite the disqualification of third-party candidates from participating in debates sponsored by the New Jersey Election Law Enforcement Commission, a third-party Lieutenant Governor debate was held by the New Jersey Globe on October 11, 2021."
50,93,"UPDATED VERSION:

The death toll from the collapse of a building in Ikoyi, Lagos, Nigeria, has risen to 36 three days after the incident occurred. The high-rise block of flats, called the ""360 Degrees Towers,"" was being built by UK-registered company Fourscore Homes, which was led by Nigerian developer Femi Osibona. One of the three towers was a 21-story luxury residential building that had exceeded the approved number of floors authorized by the Lagos State Building Control Agency. Consultancy firm Prowess Engineering Limited had raised concerns regarding the building's integrity and withdrew from the project in February 2020. On 1 November 2021, the 21-story tower collapsed, killing at least 36 people and injuring others. The rescue effort led by the National Emergency Management Agency in Lagos State is ongoing, and the military is expected to take over operations. The state government has suspended the chief architect and arrested the building's owner, while an independent panel has been appointed to conduct an investigation into the incident and is allotted 30 days to disclose its findings."
51,94,"UPDATED VERSION:

A tragic incident in Sierra Leone resulted in the death of at least 99 people and the injury of over 100 others. The incident took place on November 5, 2021, in Freetown when an oil tanker collided with a truck, causing a massive explosion. Reports indicate that the collision and subsequent explosion occurred at around 22:00 GMT, at a junction outside Choithram Supermarket in the Wellington suburb of the city.

According to eyewitnesses, fuel spilled from the tanker before igniting, and people rushed to collect the leaking fuel, which led to the explosion. A bus carrying passengers was completely burnt, and nearby shops and markets caught fire as well. The explosion resulted in significant damage to the area and has left many people homeless.

This isn't the first time Freetown has experienced disasters. In March 2021, a massive fire in one of the city's slums injured 80 people and displaced over 5000 residents. In 2017, the city was hit by heavy rains that caused mudslides, resulting in over 1000 fatalities.

The mortuary at Connaught Hospital in Freetown has so far received 92 bodies, and many people are said to be in critical condition. Sadly, about 30 severely burned victims are not expected to survive, according to reports. The injured have been transferred to hospitals, and the bodies have been collected.

Following the tragic incident, President Julius Maada Bio, who was attending the United Nations climate talks, offered condolences and promised support to the victims' families. Vice President Mohamed Juldeh Jalloh visited two hospitals to assess the situation. Journalists at the scene reported that hospital services have been stretched as more and more injured patients arrive.

The accident is a reminder of the dangers associated with transporting fuel and the need to implement strict safety regulations. Investigations are ongoing to determine the cause of the collision and to prevent similar incidents in the future.

In the meantime, the people of Freetown are coming together to help the victims, providing shelter, food and other essentials to those affected by the explosion. The government and aid agencies are also providing assistance to those in need."
52,95,"The festival was held on November 5, 2021, and was headlined by rapper Travis Scott. The cause of the crowd crush is still under investigation, but witnesses reported that the crowd began ""to compress towards the front of the stage"" during Scott's performance. Scott halted the music to ask what was happening when he noticed attendees in distress, but the concertgoers were told that the crowd would take care of it. At least 23 people were hospitalized and more than 300 people were treated for injuries on the festival's field hospital. The second night of the festival was canceled, and an investigation into the cause of the incident is ongoing. Travis Scott has expressed his support for the investigation and his desire to help heal the Houston community. Several lawsuits have been filed against Scott, the festival organizers, and others, seeking damages for wrongful death or injuries sustained during the crush."
53,96,"UPDATED VERSION:

After a ten-year hiatus caused by the Syrian Civil War, the United Arab Emirates and Syria are looking to strengthen their relations. Recently, Emirati Foreign Minister Abdullah bin Zayed Al Nahyan visited Syrian President Bashar al-Assad to discuss ways to develop cooperation in different sectors of common interest. This is the first time the two leaders have met since the outbreak of the civil war. Though the UAE has an embassy in Damascus and Syria maintains an embassy in Abu Dhabi and a consulate-general in Dubai, the relations between the two countries have been strained in recent years. However, the meeting between al-Assad and al Nahyan signals a potential for renewed cooperation and diplomatic ties between the two nations. Both the UAE and Syria share a common heritage and cultural ties."
54,97,"UPDATE:

On 5 November 2021, a collision between a petrol fuel tanker and a lorry at a busy intersection in Sierra Leone's capital and largest city, Freetown, resulted in an explosion and fire that killed at least 115 people and injured more than 100 others. The accident occurred in the Wellington area, which is Freetown's main industrial district. A fuel tanker carrying petrol attempted to make a turn outside Choithram Supermarket in the Freetown suburb of Wellington when a lorry carrying granite collided with it, creating a fuel leakage. The two drivers came out of their vehicles and warned community residents to stay away from the scene, according to Sierra Leone's National Disaster Management Agency. Petrol spilled from the tanker, and locals, particularly ""Okada"" (motorbike) taxi-riders, attempted to collect it in containers. An explosion caused a huge fireball that engulfed vehicles, people, and passengers stuck in traffic created by the initial collision. The mayor of Freetown, Yvonne Aki-Sawyerr, said that the damage was exacerbated by people who gathered at the lorry, scooped the leaking fuel in containers, and placed them in close proximity to the crash scene, creating chaos. Many of the victims were trapped in vehicles, including a bus full of people, which was intensely burnt, killing all inside. Nearby shops and markets caught fire after fuel spilled onto the streets. The death toll from the disaster rose to 115 four days after the explosion. The injured were transferred to hospitals, and the bodies were collected. Many people, including passengers in cars and buses, were close to the scene of the accident during the explosion, and several people are in critical condition. According to a staff member of Connaught Hospital's intensive care unit, about 30 severely burned victims are not expected to survive. President Julius Maada Bio offered condolences and promised support to the victims' families. Vice President Mohamed Juldeh Jalloh visited two hospitals. The event has been described as the first of its kind in the densely populated city of about 1.2 million and follows several similar high-casualty fuel tanker explosions across sub-Saharan Africa. Mass casualties from similar events have occurred in the 2018 Mbuba tanker explosion in the Democratic Republic of Congo that killed 50 and the 2019 Morogoro explosion in Tanzania that killed 85."
