,paragraph,target
656,"In April 2016, Portugal's armed forces chief General Carlos Jerónimo resigned, days after being summoned to explain comments about gay soldiers made by the deputy head of the military college. President Marcelo Rebelo de Sousa accepted the resignation of Jerónimo, who took up the post of chief of staff in 2014. The resignation came after António Grilo, deputy head of the military college, admitted advising parents of young military students in the Portuguese army to withdraw their sons if they were gay ""to protect them from the other students"". Defence Minister Azeredo Lopes considered any discrimination ""absolutely unacceptable"". <Asylum recognition> -- The Parliament of Portugal passed a new law, by a 109 vote margin, making it easier for people to change their legal gender. Portuguese citizens from the age of 16 will now be able to change their gender and name in documents without the need of a medical report.
",0
657,"The Afghan government, having secured a treaty in December 1978 that allowed them to call on Soviet forces, repeatedly requested the introduction of troops in Afghanistan in the spring and summer of 1979. The 1979 Soviet war in Afghanistan forced millions of Afghans to take refuge inside Pakistan. Pakistani officials feared that the Soviet Union began some kind of military show down and that Pakistan or at least its Balochistan province was next on the Soviet agenda. During the early 1980s, multi-national mujahideen forces (consisting of about 100,000 fighters from forty different Muslim countries in addition to 150,000 local fighters) found support from the United States, Saudi Arabia, Pakistan, and Iran in the context of the Cold War. They were trained by Pakistani military in its frontier region around the Durand Line. The Soviet Union decided to withdraw in 1989 and when aid dried up on Afghanistan in 1992, a civil war began. This was followed by the rise and fall of the Taliban government. Since late 2001, as high as 140,000 NATO-led troops were stationed in Afghanistan to train Afghans and rebuild their war-torn country. In the meantime, the Taliban insurgency began around 2004. To counter the insurgency and bring stability in Afghanistan, the United States built bases and garrisons for the Afghan National Security Forces, and is using unmanned aerial vehicles to carry out drone attacks in Pakistan, mainly the Haqqani network in and around the Federally Administered Tribal Areas (FATA). <Background> -- Afghan and Pakistani forces exchange cross-border fire on the Durand Line, killing two Pakistan Army troops and injuring five others.
",0
658,"Hussam Alhulwah <Saudi directors> -- A 35-year ban on movie theaters ends in Saudi Arabia with Marvel Studios' Black Panther being the first film to show.
",0
659,"Lawrence had spent the day of Thursday 22 April 1993 at Blackheath Bluecoat School. After school, he went to Lewisham to look around shops. After this, he travelled by bus to an uncle's house in Grove Park. He was joined there by Duwayne Brooks, and they played video games until leaving at around 10:00 pm. After realising that the 286 bus on which they were travelling would get them home late, they decided to change for either bus routes 161 or 122 on Well Hall Road. <Murder> -- UK Prime Minister Theresa May announces that henceforth April 22 will be marked nationally as Stephen Lawrence Day to commemorate the black teenager murdered 25 years ago in a racist assault. The high-profile crime led to the Metropolitan Police being labeled ""institutionally racist"".
",0
660,"Lawrence walked along Well Hall Road to the junction of Dickson Road to see if he could see a bus coming and then went back towards the bus stop. Brooks was still on Well Hall Road, part way between Dickson Road and the roundabout with Rochester Way and Westhorne Avenue. <Murder> -- UK Prime Minister Theresa May announces that henceforth April 22 will be marked nationally as Stephen Lawrence Day to commemorate the black teenager murdered 25 years ago in a racist assault. The high-profile crime led to the Metropolitan Police being labeled ""institutionally racist"".
",0
661,"An annual architectural award, the Stephen Lawrence Prize, was established by the Marco Goldschmied Foundation in association with the Royal Institute of British Architects in Lawrence's memory. <Other inquiries and investigations - The Stephen Lawrence Independent Review (2014)> -- UK Prime Minister Theresa May announces that henceforth April 22 will be marked nationally as Stephen Lawrence Day to commemorate the black teenager murdered 25 years ago in a racist assault. The high-profile crime led to the Metropolitan Police being labeled ""institutionally racist"".
",0
662,"IranMohammad Javad Zarif, Minister of Foreign Affairs <Negotiations - Signatories> -- Donald Trump announces that the United States will withdraw from the Iranian nuclear deal.
",0
663,"Iran's Fordow facility will stop enriching uranium and researching uranium enrichment for at least fifteen years; the facility will be converted into a nuclear physics and technology center. For 15 years, Fordow will maintain no more than 1,044 IR-1 centrifuges in six cascades in one wing of Fordow. ""Two of those six cascades will spin without uranium and will be transitioned, including through appropriate infrastructure modification,"" for stable radioisotope production for medical, agricultural, industrial, and scientific use. ""The other four cascades with all associated infrastructure will remain idle."" Iran will not be permitted to have any fissile material in Fordow. <Summary of provisions - Nuclear> -- Donald Trump announces that the United States will withdraw from the Iranian nuclear deal.
",0
664,"Israel <Reactions - From other countries> -- Donald Trump announces that the United States will withdraw from the Iranian nuclear deal.
",0
665,"On the same day that the Security Council approved a resolution, the European Union formally approved the JCPOA via a vote of the EU Foreign Affairs Council (the group of EU foreign ministers) meeting in Brussels. This sets into motion the lifting of certain EU sanctions, including those prohibiting the purchase of Iranian oil. The EU continues its sanctions relating to human rights and its sanctions prohibiting the export of ballistic missile technology. The approval by the EU was seen as a signal to the U.S. Congress. <Process - Approved by European Union> -- Donald Trump announces that the United States will withdraw from the Iranian nuclear deal.
",0
666,"Shahi Hamid of The Atlantic wrote that the agreement ""had a narrow—if understandable—focus on the minutia of Iran's nuclear program"", and ""[t]he Obama administration repeatedly underscored that the negotiations weren\'t about Iran's other activities in the region: They were about the nuclear program."" The U.S. government and observers noted from the time that the framework was entered into in April 2015 ""that the United States and Iran still find themselves on opposite sides of most of the conflicts that have pitched the Arab world into chaos"" and that the agreement was ""unlikely"" to cause Iran to become a firm partner of the West. <Aftermath - Continued tensions> -- Donald Trump announces that the United States will withdraw from the Iranian nuclear deal.
",0
667,"The newly renovated façade of the tower is believed to have been built as follows: <Direct causes - Refrigerator> -- The Guardian reports that the Grenfell Tower in London, which burned down last year with the loss of 71 lives, received a quote for non-flammable cladding but it was rejected for a more expensive option which exacerbated the fire.
",0
668,"Records show that a contractor had been paid £2.6 million to install an ""ACM rainscreen over-clad"" during the recent refurbishment at Grenfell Tower. ACM stands for ""aluminium composite material"", also known as a sandwich panel, the combustibility of which depends on the choice of insulation core material. <Direct causes - Aluminium-polyethylene cladding> -- The Guardian reports that the Grenfell Tower in London, which burned down last year with the loss of 71 lives, received a quote for non-flammable cladding but it was rejected for a more expensive option which exacerbated the fire.
",0
669,"At least three survivors were treated for cyanide poisoning. Simultaneous exposure to carbon monoxide and hydrogen cyanide is more lethal than exposure to the gases separately. <Direct causes - Polyisocyanurate insulation> -- The Guardian reports that the Grenfell Tower in London, which burned down last year with the loss of 71 lives, received a quote for non-flammable cladding but it was rejected for a more expensive option which exacerbated the fire.
",0
670,"Commissioner Dany Cotton later said having more firefighters may not have helped as there would not have physically been enough room for them in the building. The single stairwell also restricted access. <Emergency response issues - Fire brigade response> -- The Guardian reports that the Grenfell Tower in London, which burned down last year with the loss of 71 lives, received a quote for non-flammable cladding but it was rejected for a more expensive option which exacerbated the fire.
",0
671,"Reinhard Ries, the fire chief in Frankfurt, Germany, was critical of lax fire regulations in the United Kingdom, contrasting the laws in Germany that ban flammable cladding on buildings higher than 22 m and require segregated fire-stairs and firefighting lifts which can be used by the fire brigade and injured or disabled people. <Emergency response issues - Stay put policy> -- The Guardian reports that the Grenfell Tower in London, which burned down last year with the loss of 71 lives, received a quote for non-flammable cladding but it was rejected for a more expensive option which exacerbated the fire.
",0
672,"Grenfell Tower site manager Michael Lockwood told a public meeting on 26 July 2017 that the building is to be covered in a protective wrap supported by scaffolding during August. This is initially to protect forensic evidence but would later allow the building to be taken down towards the end of 2018. The community will be consulted on how the space should be used after demolition. <Investigations - Public inquiry> -- The Guardian reports that the Grenfell Tower in London, which burned down last year with the loss of 71 lives, received a quote for non-flammable cladding but it was rejected for a more expensive option which exacerbated the fire.
",0
673,"nan -- The Guardian reports that the Grenfell Tower in London, which burned down last year with the loss of 71 lives, received a quote for non-flammable cladding but it was rejected for a more expensive option which exacerbated the fire.
",0
674,"25 July 2017 – Liberal National Party Senator Matthew Canavan resigns as Minister for Resources and Northern Australia over doubts as to his eligibility to be a member of the parliament, after discovering that he was considered by the Italian authorities to be a citizen of Italy. Canavan's mother had registered him as an Italian resident abroad with the Italian consulate in Brisbane in 2006. Canavan stated he was unaware of this until his mother was prompted to inform him following news of the resignation of two Greens senators holding dual citizenship. The government took the view that he is not in breach of the Constitution as the registration was not made with Canavan's knowledge or consent. <Timeline> -- The High Court of Australia disqualifies Senator Katy Gallagher because she held dual citizenship with the United Kingdom when elected, not renouncing it in time. Four MPs in similar situations have also resigned, setting up four by-elections.
",0
675,"As of 8 October 2017, Ludlam has not renounced his New Zealand citizenship and has no immediate plans to return to politics. <Citizenship Seven case - Scott Ludlam> -- The High Court of Australia disqualifies Senator Katy Gallagher because she held dual citizenship with the United Kingdom when elected, not renouncing it in time. Four MPs in similar situations have also resigned, setting up four by-elections.
",0
676,"27 October 2017 – High Court hands down its judgment in Re Canavan; Re Ludlam; Re Waters; Re Roberts Ludlam, Waters, Roberts, Joyce, and Nash are all ruled ineligible to have been elected. A writ for a by-election in Joyce's former seat of New England is issued for 2 December. <Timeline> -- The High Court of Australia disqualifies Senator Katy Gallagher because she held dual citizenship with the United Kingdom when elected, not renouncing it in time. Four MPs in similar situations have also resigned, setting up four by-elections.
",0
677,"4 December 2017 – Senate citizenship register is published. <Timeline> -- The High Court of Australia disqualifies Senator Katy Gallagher because she held dual citizenship with the United Kingdom when elected, not renouncing it in time. Four MPs in similar situations have also resigned, setting up four by-elections.
",0
678,"5 December 2017 – House of Representatives citizenship register is published. <Timeline> -- The High Court of Australia disqualifies Senator Katy Gallagher because she held dual citizenship with the United Kingdom when elected, not renouncing it in time. Four MPs in similar situations have also resigned, setting up four by-elections.
",0
679,"Canavan's mother had registered him as an Italian resident abroad with the Italian consulate in Brisbane in 2006. Canavan stated he was unaware of this until his mother was prompted to inform him following news of the resignation of two Greens senators holding dual citizenship. The government took the view that he is not in breach of the Constitution as the registration was not made with Canavan's knowledge or consent. <Citizenship Seven case - Matt Canavan> -- The High Court of Australia disqualifies Senator Katy Gallagher because she held dual citizenship with the United Kingdom when elected, not renouncing it in time. Four MPs in similar situations have also resigned, setting up four by-elections.
",0
680,"The High Court found that Canavan's mother had registered him as an Italian resident abroad, but that this did not amount to a declaration of Italian citizenship, thus Canavan was not disqualified. <Citizenship Seven case - Matt Canavan> -- The High Court of Australia disqualifies Senator Katy Gallagher because she held dual citizenship with the United Kingdom when elected, not renouncing it in time. Four MPs in similar situations have also resigned, setting up four by-elections.
",0
681,"Immediately following the decision, Prime Minister Malcolm Turnbull said that the government would consider changes to section 44 through the Joint Standing Committee on Electoral Matters or changes to ""electoral laws and practices to minimise the risk of candidates being in breach"" of the section. On 29 October, however, Attorney-General George Brandis ruled out constitutional change, although considering changes to electoral laws. He also criticised the decision: “We were asking the High Court to look at the section in view of its purpose and history, the High Court instead took the view that the section should be read with a very strict, almost brutal literalism."" However, he added that the law was now clear and that it was a “good thing” that the decision had been unanimous. All of section 44 has already been examined extensively, particularly by a Constitutional Commission in 1988 and by a parliamentary committee in 1997, but their proposals have not been pursued. <Citizenship Seven case - Aftermath> -- The High Court of Australia disqualifies Senator Katy Gallagher because she held dual citizenship with the United Kingdom when elected, not renouncing it in time. Four MPs in similar situations have also resigned, setting up four by-elections.
",0
682,"In response to the revelations, concerns have been raised regarding the citizenship status of a number of other MPs and Senators. <Other MPs and Senators whose status is to be determined> -- The High Court of Australia disqualifies Senator Katy Gallagher because she held dual citizenship with the United Kingdom when elected, not renouncing it in time. Four MPs in similar situations have also resigned, setting up four by-elections.
",0
683,"A legal opinion by David Bennett QC, a former Commonwealth Solicitor-General, commissioned by the Liberal Party, is that Keay is ineligible under the High Court ruling because Keay was also a British citizen at nomination date. Keay claims that she had taken ""all reasonable steps"" for renunciation. <Other MPs and Senators whose status is to be determined - Rebekha Sharkie> -- The High Court of Australia disqualifies Senator Katy Gallagher because she held dual citizenship with the United Kingdom when elected, not renouncing it in time. Four MPs in similar situations have also resigned, setting up four by-elections.
",0
684,"The EBU announced on 7 November 2017 that forty-two countries would participate in the contest. Russia confirmed their return after withdrawing from the previous edition, while Macedonia's participation was provisionally blocked by the EBU due to unpaid debts by its national broadcaster. However, ten days later, the EBU announced that Macedonia would be allowed to enter the contest, raising the number of participating countries to forty-three, equaling the highest number of participants with the 2008 and 2011 editions. <Format - Semi-final allocation draw> -- Israeli singer Netta Barzilai wins the Eurovision Song Contest in Lisbon, Portugal, with her song Toy. This is Israel's first Eurovision win in the 21st century and fourth overall.
",0
685,"Kosovo – TBA (RTK, all shows) <Format - Semi-final allocation draw> -- Israeli singer Netta Barzilai wins the Eurovision Song Contest in Lisbon, Portugal, with her song Toy. This is Israel's first Eurovision win in the 21st century and fourth overall.
",0
686,"nan -- Israeli singer Netta Barzilai wins the Eurovision Song Contest in Lisbon, Portugal, with her song Toy. This is Israel's first Eurovision win in the 21st century and fourth overall.
",0
687,"The wedding took place on Saturday, 19 May 2018 at St George's Chapel, Windsor. The venue was previously the site for the weddings of Prince Harry's uncle, the Earl of Wessex, and his cousin, Peter Phillips, as well as the blessing for the marriage of the Prince of Wales and the Duchess of Cornwall, Harry's stepmother. <Wedding> -- The wedding of Prince Harry and Meghan Markle takes place at St George's Chapel, Windsor Castle. They are given the titles the Duke and Duchess of Sussex.
",0
688,"With a smaller ceremony and reception at St George's Hall, the guest list included approximately 600 people, most of whom have a ""direct relationship"" with the couple. Approximately 1,200 members of the public were invited to greet the couple outside the chapel in the grounds of Windsor Castle. The invitees outside the chapel were ""people from charities, Windsor Castle community members, people from the royal households and the Crown Estate, and local school children."" <Wedding - Guests> -- The wedding of Prince Harry and Meghan Markle takes place at St George's Chapel, Windsor Castle. They are given the titles the Duke and Duchess of Sussex.
",0
689,"There are several different authorized pay grade advancement requirements in each junior-enlisted rank category (E-1 to E-3), which differ by service. Personnel totals at the pay grades of E-8 and E-9 are limited by federal law to 2.5 percent and 1 percent of a service's enlisted force, respectively. SNCOs act as leaders of small units and as staff. Some SNCOs manage programs at headquarters level and a select few wield responsibility at the highest levels of the military structure. Most unit commanders have a SNCO as an enlisted advisor. All SNCOs are expected to mentor junior commissioned officers as well as the enlisted in their duty sections. The typical enlistee can expect to attain SNCO rank after 10 to 16 years of service. <Personnel - Non-commissioned and petty officers> -- US President Donald Trump directs the Department of Defense to begin the process of establishing a ""space force"" as the sixth military branch of the United States Armed Forces.
",0
690,"Direct commission: civilians who have special skills that are critical to sustaining military operations and supporting troops may receive direct commissions. These officers occupy leadership positions in law, medicine, dentistry, pharmacy, intelligence, supply-logistics-transportation, engineering, public affairs, chaplain, oceanography and others. <Personnel - Commissioned officers> -- US President Donald Trump directs the Department of Defense to begin the process of establishing a ""space force"" as the sixth military branch of the United States Armed Forces.
",0
691,"Officers receive a commission assigning them to the officer corps from the President with the Senate's consent. To accept this commission, all officers must take an oath of office. <Personnel - Commissioned officers> -- US President Donald Trump directs the Department of Defense to begin the process of establishing a ""space force"" as the sixth military branch of the United States Armed Forces.
",0
692,"Cadets, U.S. Military Academy <Order of precedence> -- US President Donald Trump directs the Department of Defense to begin the process of establishing a ""space force"" as the sixth military branch of the United States Armed Forces.
",0
693,"The United Nations Human Rights Council (UNHRC) is a United Nations body whose mission is to promote and protect human rights around the world. The UNHRC has 47 members elected for staggered three-year terms on a regional group basis. The next three-week session of the UNHRC will begin 18 June 2018. The headquarters of UNHRC is in Geneva, Switzerland. <Summary> -- The United States announces its withdrawal from the United Nations Human Rights Council.
",0
694,"The order of review will be similar to the 1st cycle; <Structure - Universal Periodic Review Working Group> -- The United States announces its withdrawal from the United Nations Human Rights Council.
",0
695,"be in writing and has to be submitted in one of the six UN official languages (Arabic, Chinese, English, French, Russian and Spanish). <Structure - Complaints procedure> -- The United States announces its withdrawal from the United Nations Human Rights Council.
",0
696,"On the UNHRC website under the complaints procedure section there is a list of situations referred to the UNHRC under the complaint procedure since 2006. This was only available to the public as of 2014, however generally does not give any details regarding the situations that were under consideration other than the state that was involved. <Structure - Complaints procedure> -- The United States announces its withdrawal from the United Nations Human Rights Council.
",0
697,"UN permanent ambassador Itzhak Levanon (Israel) said ""that as the list of candidates for Special procedures mandate holders was put forward today, [he] was overwhelmed at the profound sense of lost opportunity. The mandate of the Special Rapporteur on the situation of human rights in the Palestinian Territories was hopelessly unbalanced. This mandate was redundant at best and malicious at worst. It was impossible to believe that out of a list of 184 potential candidates, the eminently wise members of the Consultative Group honestly had made the best possible choice for this post."" <Structure - Special Rapporteur on Freedom of Expression> -- The United States announces its withdrawal from the United Nations Human Rights Council.
",0
698,"The United States joined with Australia, Canada, Israel, and three other countries in opposing the UNHRC's draft resolution on working rules citing continuing misplaced focus on Israel at the expense of action against countries with poor human-rights records. The resolution passed 154–7 in a rare vote forced by Israel including the support of France, the United Kingdom, and China, although it is usually approved through consensus. United States Ambassador to the United Nations, Zalmay Khalilzad, spoke about the ""council's relentless focus during the year on a single country – Israel,"" contrasting that with failure ""to address serious human rights violations taking place in other countries such as Zimbabwe, DPRK (North Korea), Iran, Belarus and Cuba."" Khalilzad said that aside from condemnation of the crackdown of the Burmese anti-government protests, the council's past year was ""very bad"" and it ""had failed to fulfill our hopes."" <See also> -- The United States announces its withdrawal from the United Nations Human Rights Council.
",0
699,"On 20 October 2015, then Prime Minister designate Justin Trudeau announced the impending withdrawal of Canadian air forces from the anti-ISIL mission in Iraq and Syria while keeping its ground forces in Iraq and Syria, and informed US President Barack Obama about it. In late November 2015, new Prime Minister Justin Trudeau announced the withdrawal of Canada’s fighter aircraft from the fight against ISIL, but their surveillance and transport and refueling aircraft would remain in the area. All airstrikes by the Canadian fighter aircraft ended as of 15 February 2016. <Ground operations> -- The terror trial of accused ISIL recruiter Awso Peshdary is adjourned after three days of hearings in which the court hears testimony about the path to jihad allegedly taken by two of his associates, Ottawa students John Maguire and Khadar Khalib.
",0
700,"Along with the aircraft, 69 special forces advisors were deployed as training advisors to Iraqi militaries. Their mission was to aid in the ""planning of operations, train forces and to enable airstrikes, both in defence and on the offensive."" However, in the initial motion that was approved by the House of Commons, it was stated that Canada would not deploy ground troops in combat operations. <Ground operations> -- The terror trial of accused ISIL recruiter Awso Peshdary is adjourned after three days of hearings in which the court hears testimony about the path to jihad allegedly taken by two of his associates, Ottawa students John Maguire and Khadar Khalib.
",0
701,"On 23 May, another woman was detained for driving a car. She drove with two women passengers in Ar Rass and was detained by traffic police in the presence of the CPVPV. She was released after signing a statement that she would not drive again. In reaction to al-Sharif's arrest, several more Saudi women published videos of themselves driving during the following days. <2011–2014 campaign - 17 June 2011> -- Saudi Arabia lifts its ban on women being allowed to drive.
",0
702,"On 17 June, about 30 to 50 women drove cars in towns in Saudi Arabia, including Maha al-Qahtani and Eman Nafjan in Riyadh, and other women in Jeddah and Dammam. When she drove for a second time the same day, al-Qahtani was given a ticket for driving without a Saudi Arabian licence. Al-Qahtani was pleased to receive the ticket, stating to a Time magazine journalist travelling with her, ""It's a ticket. Write this down. I am the first Saudi woman to get a traffic ticket."" <2011–2014 campaign - Late June 2011> -- Saudi Arabia lifts its ban on women being allowed to drive.
",0
703,"At the end of September, Shaima Jastania was sentenced to 10 lashes for having driven a car in Jeddah. The sentence was announced shortly after King Abdullah decreed that women would be able to participate in the 2015 Saudi Arabian municipal elections and be appointed to the Consultative Assembly; King Abdullah overturned the sentence. <2011–2014 campaign - February 2012> -- Saudi Arabia lifts its ban on women being allowed to drive.
",0
704,"In the section of the penal code devoted to blood money, or Diyya, the value of woman's life is half that of a man (""for instance, if a car hit both on the street, the cash compensation due to the woman's family was half that due the man's"") <Constitutional and legal foundations - Gender issues> -- Iranian police arrest a number of users for posting illegal content on Instagram, including a famous blogger named Maedeh Hojabri.
",0
705,"If a man dies without offspring, his estate is inherited by his parents. If both the parents are alive, the mother receives 1/3 and the father 2/3 of the inheritance, unless the mother has a hojab (relative who reduces her part, such as brothers and sisters of the deceased (article 886)), in which case she shall receive 1/6, and the father 5/6. (Article 920) <Constitutional and legal foundations - Gender issues> -- Iranian police arrest a number of users for posting illegal content on Instagram, including a famous blogger named Maedeh Hojabri.
",0
706,"Blogger and political activist Samiye Tohidlou was sentenced to 50 lashes for her activities during protests at the 2009 presidential campaign. Activist Peyman Aref was sentenced to 74 lashes for writing an ""insulting"" open letter to President Ahmadinejad, in which he criticized the president's crackdown on politically active students. An unnamed Iranian journalist based in Tehran commented: ""Lashing Aref for insulting Ahmadinejad is shocking and unprecedented."" <Current situation - Internet freedom> -- Iranian police arrest a number of users for posting illegal content on Instagram, including a famous blogger named Maedeh Hojabri.
",0
707,"Shirin Ebadi <See also - Time-specific human rights overviews> -- Iranian police arrest a number of users for posting illegal content on Instagram, including a famous blogger named Maedeh Hojabri.
",0
708,"The reign of Reza Shah was authoritarian and dictatorial at a time when authoritarian governments and dictatorships were common in the region and the world and the Universal Declaration of Human Rights was some years away. Freedom of the press, workers\' rights, and political freedoms were restricted under Reza Shah. The government banned all trade unions in 1927, and arrested 150 labor organizers between 1927 and 1932. <Background - Reza Shah> -- Iranian women post videos of themselves dancing to protest the arrest of Instagram blogger Maedeh Hojabri.
",0
709,"In 2003 the resolutions began again with Canada sponsoring a resolution criticizing Iran's ""confirmed instances of torture, stoning as a method of execution and punishment such as flogging and amputations,"" following the death of an Iranian-born Canadian citizen, Zahra Kazemi, in an Iranian prison. The resolution has passed in the UN General Assembly every year since. <Post-revolution - Relative openness> -- Iranian women post videos of themselves dancing to protest the arrest of Instagram blogger Maedeh Hojabri.
",0
710,"The European Union has also criticized the Islamic Republic's human rights record, expressing concern in 2005, 2007 and on 6 October 2008 presenting a message to Iran's ambassador in Paris expressing concern over the worsening human rights situation in Iran. On 13 October 2005, the European Parliament voted to adopt a resolution condemning the Islamic government's disregard of the human rights of its citizens. Later that year, Iran's government announced it would suspend dialogue with the European Union concerning human rights in Iran. On 9 February 2010, the European Union and United States issued a joint statement condemning ""continuing human rights violations"" in Iran. <Post-revolution - Relative openness> -- Iranian women post videos of themselves dancing to protest the arrest of Instagram blogger Maedeh Hojabri.
",0
711,"Several bills passed the Iranian Parliament that would have had Iran joining the international convention on banning torture in 2003 when reformists controlled Parliament, but were rejected by the Guardian Council. <Extralegal violations of human rights - Torture and mistreatment of prisoners> -- Iranian women post videos of themselves dancing to protest the arrest of Instagram blogger Maedeh Hojabri.
",0
712,"The following individuals represent a partial list of individuals who are currently, or have in the past, significantly attempted to improve the human rights situation in Iran. <Current situation - Organizations> -- Iranian women post videos of themselves dancing to protest the arrest of Instagram blogger Maedeh Hojabri.
",0
713,"The atmospheric pressure measured by the Pathfinder on Mars is very low —about 0.6% of Earth's, and it would not permit pure liquid water to exist on the surface. <Findings by probes - Mars Odyssey> -- Scientists at INAF announce the discovery of a liquid water lake beneath a polar ice cap on Mars. The discovery was made using MARSIS, a radar instrument on board the European Space Agency's Mars Express orbiter.
",0
714,"Humanity would end, except for the elite few who joined Aum. Aum's mission was not only to spread the word of ""salvation"", but also to survive these ""End Times"". Asahara predicted that Armageddon would occur in 1997. Kaplan notes that in his lectures, Shoko Asahara referred to the United States as ""The Beast"" from the Book of Revelation, predicting it would eventually attack Japan. <Doctrine> -- The six remaining cult members of Aum Shinrikyo who perpetrated the 1995 Tokyo subway sarin attack and were on death row are executed by hanging.
",0
715,"The name ""Aum Shinrikyo"" (オウム真理教, Oumu Shinrikyō), usually rendered in English as ""Aum Supreme Truth"", derives from the Sanskrit syllable Aum, used to represent the universe, followed by the Japanese Shinrikyo (meaning, roughly, ""Teaching of Truth"") written in kanji. (In Japanese, kanji are used to write both words that are originally Japanese as well as Sino-xenic words, but they are not usually used to transcribe those which are borrowed directly from exotic foreign languages.) <Doctrine> -- The six remaining cult members of Aum Shinrikyo who perpetrated the 1995 Tokyo subway sarin attack and were on death row are executed by hanging.
",0
716,"The movement was founded by Shoko Asahara in his one-bedroom apartment in Tokyo's Shibuya ward in 1984, starting off as a yoga and meditation class known as Oumu Shinsen no Kai (オウム神仙の会, ""Aum club of gods and hermits"") and steadily grew in the following years. It gained the official status as a religious organization in 1989 and attracted a considerable number of graduates from Japan's elite universities, thus being dubbed a ""religion for the elite"". <History> -- The six remaining cult members of Aum Shinrikyo who perpetrated the 1995 Tokyo subway sarin attack and were on death row are executed by hanging.
",0
717,"Kiyohide Hayakawa, Aum's ""construction minister"", convicted of strangling a young cult member in 1989 suspected of dissidence <History - After 1995> -- The six remaining cult members of Aum Shinrikyo who perpetrated the 1995 Tokyo subway sarin attack and were on death row are executed by hanging.
",0
718,"In the survey-year ending March 2014, possession of cannabis offences accounted for 67% of all police recorded drug offences in the UK. <Legality> -- The UK Home Secretary Sajid Javid announces that medicinal cannabis products are to be legalized by the end of this year, allowing cannabis treatments to be legally prescribed by specialist doctors following several high profile cases.
",0
719,"On 30 July, the Cambodian government donated $100,000 relief aid. The following day, Chinese relief aid began to arrived into the Laotian capital. South Korean government also deciding to sent more aid along with the offer of US$1 million aid shortly after the arrival of medicine and relief supplies from the country. Another relief team consisting of 19 medical personnel was sent by South Korea on 7 August. Apart from the aid of South Korean government, SK Group has offered to donate $10 million relief aid, Korean Air has sent 36,000 litres of mineral water with 2,000 blankets and Lotte Group has donated US$100,000. Foreign individuals living in Laos also helping to deliver aid by raising money from their food businesses. <Collapse - Response and aid> -- The death toll from a dam collapse in Laos on 23 July rises to 36, while 98 people are still missing.
",0
720,"On August 22, 2018, CNN suspended contributor Paris Dennard after it was reported he was fired from a previous job for sexual misconduct. <Impact - Literature and journalism> -- Les Moonves resigns as CEO of CBS Corporation amid reports of sexual misconduct allegations and an ongoing investigation into his behavior. CBS donates $20 million to groups supporting the Me Too movement and states that this money may be deducted from Moonves' severance package depending on the investigation's results.
",0
721,"On May 25, 2018, another Idaho University athletic staff member, diving coach Jim Southerland, less than a week after he was named the WAC co-diving coach of the year, was handed an interim suspension by the U.S. Center for SafeSport and USA Diving after his ex-wife, Patti McEuen, revealed that he had an improper sexual relationship with a diver between the age of 17 and 20 in 2010. <Impact - Sports> -- Les Moonves resigns as CEO of CBS Corporation amid reports of sexual misconduct allegations and an ongoing investigation into his behavior. CBS donates $20 million to groups supporting the Me Too movement and states that this money may be deducted from Moonves' severance package depending on the investigation's results.
",0
722,"On <Impact - Other> -- Les Moonves resigns as CEO of CBS Corporation amid reports of sexual misconduct allegations and an ongoing investigation into his behavior. CBS donates $20 million to groups supporting the Me Too movement and states that this money may be deducted from Moonves' severance package depending on the investigation's results.
",0
723,"Australian television presenter Don Burke was accused of sexual misconduct by several women. He denied these and said, ""The Harvey Weinstein saga in Hollywood started a witch hunt."" <Impact - Other countries> -- Les Moonves resigns as CEO of CBS Corporation amid reports of sexual misconduct allegations and an ongoing investigation into his behavior. CBS donates $20 million to groups supporting the Me Too movement and states that this money may be deducted from Moonves' severance package depending on the investigation's results.
",0
724,"On January 2, 2018, former Taliban hostage Joshua Boyle was arrested on 15 charges, including assault, sexual assault, and unlawful confinement. <Impact - Other countries> -- Les Moonves resigns as CEO of CBS Corporation amid reports of sexual misconduct allegations and an ongoing investigation into his behavior. CBS donates $20 million to groups supporting the Me Too movement and states that this money may be deducted from Moonves' severance package depending on the investigation's results.
",0
725,"On May 3, 2018, Brazilian TV station Globo revealed that at least 40 male gymnasts accused former national coach Fernando de Carvalho Lopes of sexually abusing them while training them at his São Paulo club in the past two decades. <Impact - Other countries> -- Les Moonves resigns as CEO of CBS Corporation amid reports of sexual misconduct allegations and an ongoing investigation into his behavior. CBS donates $20 million to groups supporting the Me Too movement and states that this money may be deducted from Moonves' severance package depending on the investigation's results.
",0
