,paragraph,target
228,"In the city of Suez, five people were killed by gunfire—four protesters and security trooper. Tear gas use by police was reported in Alexandria, while protesters in that city and Suez burned tires. [RM] As many as 330 people were reported injured across the country by the end of 25 January. <Reactions - Supranational> -- Massive protests against Mohamed Morsi develop all over Egypt on the second anniversary of the 2011 revolution, including in Tahrir Square, where thousands of protesters gathered. At least 6 civilians and 1 police officer are shot dead in the Egyptian city of Suez, while 456 others are injured nationwide.    
",1
229,"United States – President Barack Obama called for calm in Egypt, as well as dialogue. [ADD] By the end of 25 January, about 280 protesters and 55 security personnel had been injured across the country. Secretary of State Hillary Clinton expressed her concern about the unrest also calling for a dialogue between the factions. <Reactions - States> -- Massive protests against Mohamed Morsi develop all over Egypt on the second anniversary of the 2011 revolution, including in Tahrir Square, where thousands of protesters gathered. At least 6 civilians and 1 police officer are shot dead in the Egyptian city of Suez, while 456 others are injured nationwide.    
",1
230,"In the city of Suez, five people were killed by gunfire—four protesters and security trooper. Protests also took place in Alexandria, Ismailia, Damanhur, and Port Said, many of which were focused on local government buildings. Tear gas use by police was reported in Alexandria, while protesters in that city and Suez burned tires. By the end of 25 January, about 280 protesters and 55 security personnel had been injured across the country. [ADD] <Timeline - January 2013> -- At least 30 people die in violence that erupted in Port Said, Egypt, following the death sentences of 21 people for their roles in the Port Said Stadium disaster.   
",1
231,"On 11 February, Islamist rebels captured the town of Al-Thawrah in Raqqa province and the nearby Tabqa Dam, Syria's largest dam and a key source of hydroelectricity. The next day, rebel forces took control of Jarrah air base, located 60 kilometres (37 mi) east of Aleppo. The base had been used to launch bombing raids in Aleppo province, and had served as an important supply line for the Assad regime. On 14 February, fighters from Jabhat al-Nusra took control of Shadadeh, a town located in Hasakah province near the Iraqi border. [RM] <Uprising and civil war - Rebel offensives (November 2012–present)> -- At least 61 people are killed and more than 200 injured following a car bombing near Syria's Baath Party headquarters in Damascus. Three other bombings kill 22 people and injure 50 others in the suburb of Barzeh, most of them government soldiers. These are the deadliest attacks in the Syrian capital since the outbreak of the civil war.    
",1
232,"A car bomb exploded on 20 February in the Mazraa neighborhood of Damascus in the vicinity of Ba\'ath Party headquarters, at least 53 people and injuring more than 235. Among the deaths were some Syrian security forces and at least two children. The bombing coincided with high level meetings in Cairo where terms for ending the civil war were to be discussed among various opposition groups, particularly the proposals of Ahmad Moaz al-Khatib to negotiate directly with the Assad regime. Several mortar rounds also landed in the vicinity of the Syrian army headquarters in Umayyad Square. The Assad regime blames Jabhat al-Nusra, an opposition group linked to al-Qaeda for the bombing. [ADD] [RM] None of the organized groups on either side in the conflict claimed responsibility, but the National Coalition of Syrian Revolutionary and Opposition Forces, a leading coalition of anti-Assad groups, has denounced the bombing, and holds the Assad regime responsible for the deaths caused by it. In addition to this bombing, at least three other car bombs were reported in the Barzeh neighborhood as well, striking a police station, a surveillance station, and a drug-enforcement agency office. [ADD] None of the organized groups on either side in the conflict claimed responsibility, but the National Coalition of Syrian Revolutionary and Opposition Forces denounced the bombing, and held the Assad regime responsible for the deaths caused by it. [RM] [ADD] <Uprising and civil war - Rebel offensives (November 2012–present)> -- At least 61 people are killed and more than 200 injured following a car bombing near Syria's Baath Party headquarters in Damascus. Three other bombings kill 22 people and injure 50 others in the suburb of Barzeh, most of them government soldiers. These are the deadliest attacks in the Syrian capital since the outbreak of the civil war.    
",1
233,"On 11 February, Islamist rebels captured the town of Al-Thawrah in Raqqa province and the nearby Tabqa Dam, Syria's largest dam and a key source of hydroelectricity. The next day, rebel forces took control of Jarrah air base, located 60 kilometres (37 mi) east of Aleppo. The base had been used to launch bombing raids in Aleppo province, and had served as an important supply line for the Assad regime. On 14 February, fighters from Jabhat al-Nusra took control of Shadadeh, a town located in Hasakah province near the Iraqi border. [ADD] <Uprising and civil war - Rebel offensives (November 2012–present)> -- At least 61 people are killed and more than 200 injured following a car bombing near Syria's Baath Party headquarters in Damascus. Three other bombings kill 22 people and injure 50 others in the suburb of Barzeh, most of them government soldiers. These are the deadliest attacks in the Syrian capital since the outbreak of the civil war.    
",1
234,"A car bomb exploded on 20 February in the Mazraa neighborhood of Damascus in the vicinity of Ba\'ath Party headquarters, at least 53 people and injuring more than 235. [ADD] None of the organized groups on either side in the conflict claimed responsibility, but the National Coalition of Syrian Revolutionary and Opposition Forces, a leading coalition of anti-Assad groups, has denounced the bombing, and holds the Assad regime responsible for the deaths caused by it. [ADD] The Assad regime blames Jabhat al-Nusra, an opposition group linked to al-Qaeda for the bombing. [ADD] Among the deaths were some Syrian security forces and at least two children. [ADD] The bombing coincided with high level meetings in Cairo where terms for ending the civil war were to be discussed among various opposition groups, particularly the proposals of Ahmad Moaz al-Khatib to negotiate directly with the Assad regime. [ADD] In addition to this bombing, at least three other car bombs were reported in the Barzeh neighborhood as well, striking a police station, a surveillance station, and a drug-enforcement agency office. [ADD] Several mortar rounds also landed in the vicinity of the Syrian army headquarters in Ummayad Square. -- At least 61 people are killed and more than 200 injured following a car bombing near Syria's Baath Party headquarters in Damascus. Three other bombings kill 22 people and injure 50 others in the suburb of Barzeh, most of them government soldiers. These are the deadliest attacks in the Syrian capital since the outbreak of the civil war.    
",1
235,"Reports came out Sunday, that a total of six Malaysian police officers and seven assailants were killed in Semporna. Six of the attackers were fatally shot Saturday night while ambushing Malaysian police while another was beaten to death by villagers after he tried to take a hostage, says Sabah's head of police. [RM] <Development of standoff - Semporna attack> -- The Malaysian Army launches an attack on an armed Filipino group on the island of Borneo in an effort to end the standoff. 
",1
236,"On 5 March 2013, fighter jets from the Malaysian Armed Forces bombed Kiram's camp. [ADD] <Development of standoff - Semporna attack> -- The Malaysian Army launches an attack on an armed Filipino group on the island of Borneo in an effort to end the standoff. 
",1
237,"On 5 March 2013, fighter jets, reported as F/A-18 and Hawk from the Malaysian Armed Forces bombed Kiram's camp. [RM] Continuous explosions were being heard in Lahad Datu as the police and army moved in against the gunmen who were reportedly firing back. In a Kuala Lumpur rally, Prime Minister Najib said, “We started with air strike by jet fighters of Royal Malaysian Air Forces, followed by mortar strike and as I\'m speaking, the army and police forces, along with other members (of the security forces) following behind, are taking action to arrest and destroy the group which has breached the nation's sovereignty."" [ADD] According to IGP Ismail Omar and other police sources, the army and police have begun mopping-up operations codenamed ""Ops Sulu"". The group left the message, ""Do not invade our country or you will suffer the consequences."" The telecommunications company confirmed that its website had been hacked but assured the public that no sensitive information was stolen. The website was restored at around noon the same day. <Related incidents - Defacement of Malaysian and Philippine websites> -- The Malaysian Army launches an attack on an armed Filipino group on the island of Borneo in an effort to end the standoff. 
",1
238,"On 2 March, intense clashes between rebels and the Syrian Army erupted in Raqqa, with many reportedly killed on both sides. On the same day, Syrian troops regained several villages along the highway near Aleppo. By 3 March, rebels had overrun the central prison of Raqqa, allowing them to free hundreds of prisoners, according to the SOHR. The SOHR also claimed that rebel fighters were now in control of most of an Aleppo police academy in Khan al-Asal, and that over 200 rebels and government troops had been killed fighting for control of it. [ADD] <Uprising and civil war - Rebel offensives (November 2012–present)> -- Battle of Ar-Raqqah: Syrian rebels capture Ar-Raqqah, the first major city to be under rebel control in the Syrian civil war. 
",1
239,"The Shabiha are unofficial pro-government militias drawn largely from Assad's Alawite minority group. [ADD] The rebels also siezed two top government officials. The opposition blames the shabiha for the many violent excesses committed against anti-government protesters and opposition sympathizers, as well as looting and destruction. In December 2012, the shabiha were designated a terrorist organization by the United States. <Non-state parties in the conflict - Shabiha> -- Battle of Ar-Raqqah: Syrian rebels capture Ar-Raqqah, the first major city to be under rebel control in the Syrian civil war. 
",1
240,"[RM] The Battle of Akashat (2013) was a well planned assault against the Syrian Army, where rebels ambushed a Syrian convoy defended by Iraqi soldiers, in the province of Anbar located next to the border with Syria. <Summary> -- The insurgent group Islamic State of Iraq claims responsibility for ambushing a convoy of Syrian Army soldiers on March 4.  
",1
241,"A group of around 65 government soldiers and employees left Syria through the Yaarubiyeh border crossing into Iraq, escaping the violence in the area. [ADD] The Battle of Akashat (2013) was a well planned assault against a Syrian Army convoy defended by Iraqi soldiers that took place on March 4 as the group was travelling in the province of Anbar, next to the border with Syria. [ADD] The Islamic State of Iraq claimed responsibility for the ambush on March 11. <Prelude> -- The insurgent group Islamic State of Iraq claims responsibility for ambushing a convoy of Syrian Army soldiers on March 4.  
",1
242,"Israeli Defense Minister Ehud Barak predicted that the rift would pass in time. At the U.N. General Assembly in September 2011, U.S. President Barack Obama asked Erdoğan to resolve the crisis with Israel. [ADD] Mr. Erdogan accepted Israel's gesture. [ADD] Afterwards, officials from both countries said that diplomatic relations had been fully restored and that ambassadors would be reinstated. <Natural gas dispute> -- President of the United States Barack Obama announces that Israel and Turkey have reached an agreement to normalize relations between both countries.   
",1
243,"On April 4, North Korea moved what is believed to be an intermediate-range missile to its east coast, possibly in preparation for a drill or test-firing. Many nations, specifically Japan, South Korea, and the United States, viewed this move as a continuation of North Korea's attempts to provoke confrontation throughout the beginning of 2013. A day later, multiple countries, including the United Kingdom, were warned that they should evacuate their embassies. The UK stated they had no plans to do so. [ADD] It was warned that the embassies would no longer be protected as of April 10. -- North Korea warns that it cannot protect their embassies in Pyongyang as of April 10. It is advised that all foreign countries consider asking the staff of their embassies to leave.  
",1
244,"[RM] {""A funeral for former British Prime Minister Margaret Thatcher has been announced after her death from a stroke on 8 April 2013 in London. [ADD] Margaret Thatcher, former Prime Minister of the United Kingdom died on 8 April 2013 at the age of 87. [RM] The funeral will be similar to that of Princess Diana's, but will not be a state funeral, in accordance with her wishes. Thatcher will be cremated after the funeral.""} <Summary> -- Margaret Thatcher, former British Prime Minister, dies of a stroke at the age of 87 in London.  
",1
245,"nan -- Margaret Thatcher, former British Prime Minister, dies of a stroke at the age of 87 in London.  
",1
246,"Thatcher died on 8 April 2013 at The Ritz Hotel in London after suffering a stroke. She had been staying in a suite at The Ritz since Christmas, after having difficulty with stairs at her Chester Square home. Lord Bell, Thatcher's spokesman, confirmed her death in a press release issued at 12:52 BST (11:52 UTC). [RM] <Illness and death> -- Downing Street announces the funeral for Margaret Thatcher is scheduled for Wednesday, 17 April. She will be afforded a ceremonial exit, ranking her alongside Diana Spencer and the Queen Mother. 
",1
247,"Thatcher's funeral will take place in London. [ADD] <Illness and death> -- Downing Street announces the funeral for Margaret Thatcher is scheduled for Wednesday, 17 April. She will be afforded a ceremonial exit, ranking her alongside Diana Spencer and the Queen Mother. 
",1
248,"On April 8, North Korea planned to withdraw all of its workers from the Kaesŏng Industrial Region. South Korea suspected that North Korea was preparing for a fourth nuclear test in Punggye-ri. [ADD] Suga also told a news conference that Japan would use those anti-ballistic missile systems only to defend Japanese territory. Later the day, North Korea warned all foreign companies and tourists in South Korea to evacuate, stating that the two nations were on the verge of nuclear war. [ADD] Prime Minister Shinzo Abe has proposed that the government change its interpretation of the Constitution so Japan can intercept a missile fired at the U.S., but an advisory panel to Abe is still discussing relevant issues and the government has maintained its current interpretation. On this day, Chief Cabinet Secretary Yoshihide Suga said Japan has deployed Patriot PAC-3 missile units to 3 Japanese Self-Defense Forces (JSDF) installations: the Defense Ministry’s headquarters in Ichigaya in Tokyo’s Shinjuku Ward, Japanese Ground Self-Defense Force’s Camp Asaka in Tokyo’s Nerima Ward, and Camp Narashino in Funabashi, Chiba Prefecture. [ADD] Shooting down a missile aimed at the U.S. would fall within the category of collective self-defense as defined by the United Nations Charter. They have been deployed apparently to defend the ministry’s headquarters and key JSDF units as well as the heart of the capital, given the limited range of the missile, which is about 30 km. [ADD] The government interprets the war-renouncing Constitution as prohibiting the exercise of the right of collective defense. PAC-3 missiles are designed to intercept ballistic missiles that evaded the defense layer established by already deployed Aegis BMD system equipped guided-missiles destroyers. <Timeline of events - April 2013> -- North Korea announces its plans to launch a missile tomorrow; an event on that day had been warned about before. 
",1
249,"On the morning of April 9, North Korean workers did not report to work. Since April 8, Japan’s Defense Minister Itsunori Onodera has ordered its military to shoot down any North Korean missile headed towards its territory, which will see these destroyers deployed in the Sea of Japan. [ADD] Officials from Seoul revealed that North Korea planned to launch missiles over Japan on April 10, a date which had already been warned about. The Ministry of Foreign Affairs also issued a statement, saying, ""We are deeply concerned about recent statements and actions of the Democratic People's Republic of Korea, threatening stability and peace in the Korean Peninsula."" <International reaction> -- North Korea announces its plans to launch a missile tomorrow; an event on that day had been warned about before. 
",1
250,"On [ADD] March 16, U.S. Secretary of Defense Chuck Hagel announced that Fort Greely in Alaska might have to be reopened to protect the United States from potential threats from Iran and North Korea. <Timeline of events - March 2013> -- South Korea announces that North Korea was behind the wave of cyber attacks against several companies last month. 
",1
251,"Confirmation of the severing of the hotline between the North and the South—the last remaining communication link between the two countries at that time—was publicly announced on March 27, the same date that the hotline was cut off. According to the Korean Central News Agency, a senior North Korean military official stated: ""Under the situation where a war may break out any moment, there is no need to keep up North-South military communications"" prior to the cessation of the communication channel. [ADD] It was later confirmed by the South Korean government that North Korea was behind the attack. March 26, the U.S. again dispatched B-52 bombers from Guam to overfly South Korean territory as part of the ongoing Foal Eagle exercise. These flights were, according to US Department of Defense sources, routine flights intended to demonstrate America’s capability of maintaining a ""continuous bomber presence"" in the region. On the same day, Japan set to deploy 3 Japanese Maritime Self-Defense Force (JMSDF) destroyers equipped with Aegis Ballistic Missile Defense system (Aegis BMD) according to Japanese media. Citing unnamed government officials, Japanese news reports said 2 of the destroyers would depart from Sasebo Naval Base, which it shares with the U.S. military (as U.S. Fleet Activities Sasebo) in Nagasaki Prefecture, and head for the East China Sea. One of these ships from Sasebo is confirmed as JDS Chokai (DDG-176). A third destroyer would deploy from Maizuru, Kyoto Prefecture, and head for the Sea of Japan. These warships could either be Kongo class or Atago class guided-missiles destroyers or both. All 3 ships are equipped with RIM-161 Standard Missile 3 (SM-3) Block IA, a missile co-developed by and purchased from the U.S., according to Lt. Choji Yoshida, spokesman for the JMSDF Sasebo district headquarters. SM-3 is an Anti-Ballistic Missile (ABM) designed to destroy an incoming TBM during its midcourse phase inside or, if needed, outside earth's atmosphere at maximum altitude of more than 160 km using Lightweight Exo-Atmospheric Projectile (LEAP) kinetic warhead. Japan also moved Patriot PAC-3 missile batteries to Okinawa to intercept a North Korean missile should any piece of it approach Japanese territory or waters. <Timeline of events - March 2013> -- South Korea announces that North Korea was behind the wave of cyber attacks against several companies last month. 
",1
252,"On April 10, the Twitter account for Yokohama, Japan accidentally tweeted that North Korea had launched a missile. [ADD] North Korea shuts down tourism from China, as nuclear tensions mount, but business travel is allowed to continue. [ADD] South Korea, United States and Taiwan raise their military watch alert to ""vital threat"", the second highest level, ahead of an expected North Korean missile launch. <International reaction> -- South Korea and the United States raise their military watch alert to ""vital threat"" (level 2) ahead of an expected North Korean missile launch. 
",1
253,"On April 10, the Twitter account for Yokohama, Japan accidentally tweeted that North Korea had launched a missile. [ADD] North Korea shuts down tourism from China, as nuclear tensions mount, but business travel is allowed to continue. [ADD] South Korea, United States and Taiwan raise their military watch alert to ""vital threat"", the second highest level, ahead of an expected North Korean missile launch. <International reaction> -- North Korea shuts down tourism from China as nuclear tensions mount, but business travel is allowed to continue. 
",1
254,"On April 12, North Korea vowed to annihilate Japan if it is believed a threat to the country. Japanese officials stated that the country is ready to defend itself from any attack. [ADD] Japan stated that the PATRIOT missiles deployed in Okinawa Island will be permanent. <Timeline of events - April 2013> -- United States Secretary of State John Kerry lands in Seoul, South Korea, as he embarks on three-day trip through South Korea, Japan, and China to send a ""tough"" message to North Korea. 
",1
255,"On April 12, South Korea's defence ministry Kim Kwan-jin doubted North Korea had the ability to launch a nuclear-armed ballistic missile as claimed in a report by the United States Defense Intelligence Agency[citation needed]. North Korea vowed to annihilate Japan if it is believed a threat to the country. Japanese officials stated that the country is ready to defend itself from any attack. Japan stated that the PATRIOT missiles deployed in Okinawa Island will be permanent. U.S. Secretary of State John Kerry visits South Korea, Japan and China and says that the U.S. will protect their allies with all their strength. [ADD] <Timeline of events - April 2013> -- The Philippines offers the use of its military bases to the United States. 
",1
256,"On [ADD] April 13, the Philippines offered the United States its military base in Manila just in case a war against North Korea were to break out. However, after the Security Council sanctions from the UN for the satellite launch Kwangmyongsong-3, North Korea conducted its third nuclear test and declared chancery on February 12 that it is a response to U.S. hostilities against the country, after which the escalating conflict increased until reaching military exercises between the U.S. and South Korea, on which spokesman Supreme Commander EPC reported on March 21 that the exercises Key Resolve and Foal Eagle U.S. South Korea are responsible for carrying the conflict to the peninsula and to be taken as white islands Guam and Okinawa from where U.S. deploys its fleet of B-52 bombers and nuclear submarines. Finally, Pyongyang announced March 29 that relations with southern war entered phase due to the increase of hostilities on the peninsula, and on March 30 the government, political parties and other North Korean entities issued a statement announcing any provocation against North Korea by the U.S. and South Korea will be considered an invasion and will result in a ""war without quarter"" would entail the use of nuclear weapons. <International reaction - Countries in conflict> -- The Philippines offers the use of its military bases to the United States. 
",1
257,"On April 13, the Philippines offered the United States its military base in Manila just in case a war against North Korea were to break out. The United States and China agreed that North Korea must be denuclearized. An Osaka official mistakenly e-mailed 87 Japanese airports that a North Korean missile had been launched; the intended message was about a magnitude 6.3 earthquake that hit western Japan. [ADD] South Korean police stopped North Korean defectors and a Seoul-based civic organization from launching anti-Pyongyang leaflets across the Korean border. [ADD] North Korea stated that the South Korea would face a ""catastrophic situation"" if this were to occur, since the event was planned to happen on Kim Il-Sung's birthday. However, after the Security Council sanctions from the UN for the satellite launch Kwangmyongsong-3, North Korea conducted its third nuclear test and declared chancery on February 12 that it is a response to U.S. hostilities against the country, after which the escalating conflict increased until reaching military exercises between the U.S. and South Korea, on which spokesman Supreme Commander EPC reported on March 21 that the exercises Key Resolve and Foal Eagle U.S. South Korea are responsible for carrying the conflict to the peninsula and to be taken as white islands Guam and Okinawa from where U.S. deploys its fleet of B-52 bombers and nuclear submarines. Finally, Pyongyang announced March 29 that relations with southern war entered phase due to the increase of hostilities on the peninsula, and on March 30 the government, political parties and other North Korean entities issued a statement announcing any provocation against North Korea by the U.S. and South Korea will be considered an invasion and will result in a ""war without quarter"" would entail the use of nuclear weapons. <International reaction - Countries in conflict> -- South Korean police stop a planned launch of anti-North Korean leaflets across the border, as the government of South Korea seeks to open dialogue with the North and defuse soaring tensions in the Korean Peninsula. 
",1
258,"On April 13, the Philippines offered the United States its military base in Manila just in case a war against North Korea were to break out. [ADD] The United States and China agreed that North Korea must be denuclearized. On, January 1, 2013, North Korean leader Kim Jong Un announced in his New Year's speech an urge for South Korea to put an end to the confrontation between the two. However, after the Security Council sanctions from the UN for the satellite launch Kwangmyongsong-3, North Korea conducted its third nuclear test and declared chancery on February 12 that it is a response to U.S. hostilities against the country, after which the escalating conflict increased until reaching military exercises between the U.S. and South Korea, on which spokesman Supreme Commander EPC reported on March 21 that the exercises Key Resolve and Foal Eagle U.S. South Korea are responsible for carrying the conflict to the peninsula and to be taken as white islands Guam and Okinawa from where U.S. deploys its fleet of B-52 bombers and nuclear submarines. Finally, Pyongyang announced March 29 that relations with southern war entered phase due to the increase of hostilities on the peninsula, and on March 30 the government, political parties and other North Korean entities issued a statement announcing any provocation against North Korea by the U.S. and South Korea will be considered an invasion and will result in a ""war without quarter"" would entail the use of nuclear weapons. <International reaction - Countries in conflict> -- The United States and People's Republic of China agree to work towards ridding the Korean Peninsula of nuclear weapons. 
",1
259,"On 19 March 2013, new unconfirmed reports surfaced that SCUD missiles armed with chemical agents may have been fired into the Khan al-Asal district in Aleppo and the Al Atebeh suburbs of Damascus, with both sides accusing each other of carrying out the attack. According to a spokesman for the Free Syrian Army, the attack occurred in rebel territory, though Reuters photographs showed images of Syrian government soldiers injured in the attack. An unnamed Reuters photographer described the gas as having a ""chlorine-like smell"" and claimed to have witnessed victims suffocating. Officials from within the United States government disputed this claim and stated that there had been no substantive evidence of chemical warfare in Syria, although President Obama reiterated the American stance that such a move coming from either side would be a ""game changer"" and might prompt international intervention in the war-torn Middle Eastern nation. Meanwhile, the Russian government sided with the Syrian government and blamed the rebels for the attack. Within weeks, the Assad government accused the UN of attempting to extend an investigation in Khan al-Asal to the rest of the country and declared that it would not tolerate such a move. [RM] However, they were unable to decipher which side used it. [RM] <Non-state parties in the conflict - Shabiha> [ADD] The perpetrators of the probable gas attacks remain unknown. <Non-state parties in the conflict - Shabiha> Since the uprising, the Syrian government has frequently used shabiha to break up protests and enforce laws in restive neighborhoods. As the protests escalated into an armed conflict, the opposition started using the term shabiha to describe any civilian Assad supporter taking part in the government's crackdown on the uprising. The opposition blames the shabiha for the many violent excesses committed against anti-government protesters and opposition sympathizers, as well as looting and destruction. In December 2012, the shabiha were designated a terrorist organization by the United States. <Non-state parties in the conflict - Shabiha> -- The Times reports that evidence smuggled out of Syria indicates the use of chemical weapons in the ongoing conflict.   
",1
260,"On April 13, the Philippines offered the United States its military base in Manila just in case a war against North Korea were to break out. The United States and China agreed that North Korea must be denuclearized and that peaceful negotiations with Kim Jong-un must be made. An Osaka official mistakenly e-mailed 87 Japanese airports that a North Korean missile had been launched; the intended message was about a magnitude 6.3 earthquake that hit western Japan. South Korean police stopped North Korean defectors and a Seoul-based civic organization from posting anti-Pyongyang leaflets across the Korean border. North Korea stated that South Korea would face a ""catastrophic situation"" if this were to occur, since the event was planned to happen on Kim Il-sung's birthday. [ADD] <Timeline of events - April 2013> -- North Korea rebuffs an offer of dialogue by South Korea.  
",1
261,"On [ADD] April 14, Pyongyang rejected an offer to talk with Seoul. However, after the Security Council sanctions from the UN for the satellite launch Kwangmyongsong-3, North Korea conducted its third nuclear test and declared chancery on February 12 that it is a response to U.S. hostilities against the country, after which the escalating conflict increased until reaching military exercises between the U.S. and South Korea, on which spokesman Supreme Commander EPC reported on March 21 that the exercises Key Resolve and Foal Eagle U.S. South Korea are responsible for carrying the conflict to the peninsula and to be taken as white islands Guam and Okinawa from where U.S. deploys its fleet of B-52 bombers and nuclear submarines. Finally, Pyongyang announced March 29 that relations with southern war entered phase due to the increase of hostilities on the peninsula, and on March 30 the government, political parties and other North Korean entities issued a statement announcing any provocation against North Korea by the U.S. and South Korea will be considered an invasion and will result in a ""war without quarter"" would entail the use of nuclear weapons. <International reaction - Countries in conflict> -- North Korea rebuffs an offer of dialogue by South Korea.  
",1
262,"On April 14, Pyongyang rejected an offer to talk with Seoul, stating that it was a ""cunning ploy"". Kerry stated that the United States would talk directly to North Korea if they were to end their nuclear weapon program. [ADD] <Timeline of events - April 2013> -- North Korea suggests that it is open to peaceful negotiations, on the condition that its status as a nuclear power is not challenged. 
",1
263,"During the Boston Marathon on April 15, 2013, two bombs exploded, killing 3 people and injuring 183 others. The bombs had been placed near the finish line, along Boylston Street. The bombs, which were pressure cooker devices, detonated at 2:49 p.m. EDT (18:49 UTC), 13 seconds apart. No warnings had been given, and no one has been arrested or claimed responsibility for the bombing. [RM] The FBI is leading the investigation. <Summary> -- The Federal Bureau of Investigation posts photos of two suspects in the Boston Marathon bombing.   
",1
264,"On [ADD] The FBI is leading the investigation and has released photos of two suspects. Patriots\' Day, Monday, April 15, 2013, the annual Boston Marathon began without any indications of an imminent attack. Officials swept the area for bombs twice before the explosions; one of the sweeps occurred an hour before the bombs went off. People were able to come and go freely, and carry items in and out of the area. <Bombings> -- The Federal Bureau of Investigation posts photos of two suspects in the Boston Marathon bombing.   
",1
265,"On 13 April, the Times of London newspaper reported that British military scientists have found forensic evidence of chemical weapons being used in the conflict, after examining a soil sample smuggled out of Syria. The perpetrators of the probable gas attacks remain unknown. [RM] <Non-state parties in the conflict - Shabiha> [SUB] <Use of chemical weapons> -- An Israeli military intelligence analyst states that Syria has used chemical weapons repeatedly over the past month. He also criticizes the international community for not responding to the use of the weapons. 
",1
266,"An 23 April 2013 the New York Times reported that the British and French governments had sent a confidential letter to the United Nations Secretary General, claiming that there were evidence that the Syrian government had used chemical weapons in Aleppo, Homs, and perhaps Damascus. [ADD] The United States did not acknowledge this claim, which the New York Times article speculated was because President Obama had promised to intervene militarily if chemical weapon use was proven, and the United States would prefer not to be forced to enter the war right now. As the protests escalated into an armed conflict, the opposition started using the term shabiha to describe any civilian Assad supporter taking part in the government's crackdown on the uprising. [ADD] Shabiha> In December 2012, the shabiha were designated a terrorist organization by the United States. <Non-state parties in the conflict - Shabiha> -- An Israeli military intelligence analyst states that Syria has used chemical weapons repeatedly over the past month. He also criticizes the international community for not responding to the use of the weapons. 
",1
267,"On April 28 government forces captured the town of Qaysa which lies to the east of Damascus in a steady push north from the city's airport. Troops also retook the Wadi al-Sayeh central district of Homs, driving a wedge between two rebel strongholds. [ADD] May 2, rebels overran the headquarters of Assad’s anti-terrorism forces, according to the Aleppo Media Center activists group. [ADD] The building’s capture was the latest in a string of rebel victories in Aleppo as opposition fighters try to expand their hold within the city, Syria’s largest. [ADD] The building is located near the central prison where many of Assad’s opponents, activists and their family members are believed to be held. [ADD] Rebel fighters have for weeks battled government troops in the area in an attempt to storm the facility and free the prisoners. [ADD] <Uprising and civil war - Rebel offensives (November 2012–present)> -- Up to 100 people are killed in a raid of al-Bayda, Baniyas by the Syrian Army. 
",1
268,"On [ADD] May 2, SOHR reported that a massacre of over 100 people occurred in the coastal town of Al Bayda, Baniyas, when the Syrian army stormed the town. It emerged that the Russian government had helped set up communications between the United States and Syria regarding the status of Syria's chemical weapons. Russian Foreign Minister Sergei Lavrov stated that Syria had given the United States ""explanations"" and ""assurances"" that it was taking care of the weapons. On 8 December, it was reported that members of the jihadist Al-Nusra Front had recently captured a Saudi-owned toxic chemicals plant outside of Aleppo. <High-grade weapons and tactics - Chemical weapons> -- Up to 100 people are killed in a raid of al-Bayda, Baniyas by the Syrian Army. 
",1
269,"News organizations reported that Israel again attacked into Syria on the night between May 2 and May 3. Israel declined to comment, but unnamed US official said that the likely target was a weapons site. US officials said that the Israeli war planes shot into Syria from Lebanese air space, and that the warplanes did not enter Syrian air space. Like the January attack, no counter-attacks by Syria was reported, and the Syrian ambassador to the UN said that he was not aware of any attacks on Syria by Israel. The Lebanese President Michel Suleiman denounced Israel's use of Lebanese air space, and said that Israel was breaking international law. On May 4 an anonymous Israeli source was quoted as saying that the target had been advanced long-range ground-to-ground missiles bound for Hezbollah. [ADD] <Foreign reaction and involvement - Israeli airstrikes> -- Israeli aircraft hit at least six targets near Damascus, targeting Iranian-made Fateh-110 missile shipments en route to Hezbollah.  
",1
270,"On [ADD] May 5, news sources reported a set of massive explosions in Damascus. [ADD] Syrian state media described this as an Israeli rocket attack, with the targets including the Jamraya research centre. In July 2011 Syria, Iran and Iraq signed a $10 billion deal for a gas pipeline spanning these three countries and carrying natural gas from the South Pars field. These developments were a serious competition to Turkish plans. With Syria plunged into a civil war the progress had been stopped. It is not clear if the reasons are enough to qualify as casus belli for Turkey, but prolonged conflict in Syria could help Ankara to profit from energy transit. A by-product of these activities was reinforcement of Sunni extremist groups, sympathetic to al-Qaeda. <Foreign reaction and involvement - United States> -- Israeli aircraft hit at least six targets near Damascus, targeting Iranian-made Fateh-110 missile shipments en route to Hezbollah.  
",1
271,"It is believed the military research center, which Israel struck on 5 May, held chemical weapons. [ADD] <Advanced Weaponry and Tactics - Chemical weapons> -- Le Monde reports continued use of chemical weapons by the Assad regime in Syria. 
",1
